region,price,manufacturer,model,cylinders,fuel,odometer,transmission,drive,type,seats,engine_cc,max_power,age
ambala,433000,tata,tiago,3.0,petrol,33746,manual,fwd,hatchback,,,,4
ambala,491000,tata,tiago,3.0,petrol,22532,manual,fwd,hatchback,,,,3
chandigarh,1003066,skoda,kushaq,3.0,petrol,26964,automatic,fwd,suv,,,,4
chandigarh,279000,renault,kwid,3.0,petrol,31021,manual,fwd,hatchback,,,,8
chandigarh,515000,maruti suzuki,swift,4.0,petrol,39949,manual,fwd,hatchback,,,,4
ambala,459000,maruti suzuki,ignis,4.0,petrol,19150,manual,fwd,hatchback,,,,4
chandigarh,325000,tata,tiago,3.0,diesel,41412,manual,fwd,hatchback,,,,10
chandigarh,600000,tata,punch,3.0,petrol,11156,manual,fwd,suv,,,,2
chandigarh,1114000,hyundai,verna,3.0,petrol,25969,automatic,fwd,sedan,,,,5
chandigarh,409000,hyundai,new santro 1.1,4.0,petrol+cng,74623,manual,fwd,hatchback,,,,4
ambala,393000,renault,kwid,3.0,petrol,26729,manual,fwd,hatchback,,,,2
chandigarh,1334000,hyundai,creta,4.0,diesel,38665,manual,fwd,suv,,,,4
chandigarh,965000,maruti suzuki,new ertiga,4.0,petrol,34935,automatic,fwd,muv,,,,4
chandigarh,1093000,kia,sonet,4.0,diesel,27001,automatic,fwd,suv,,,,2
chandigarh,334000,ford,freestyle,4.0,diesel,78156,manual,fwd,crossover,,,,8
chandigarh,898000,hyundai,i20 n line,3.0,petrol,13056,automatic,fwd,hatchback,,,,3
chandigarh,353000,hyundai,grand i10,4.0,petrol,67043,manual,fwd,hatchback,,,,8
chandigarh,613000,tata,nexon,3.0,petrol,54926,manual,fwd,suv,,,,5
chandigarh,1697615,mahindra,xuv700,4.0,diesel,77961,automatic,fwd,suv,,,,4
chandigarh,1150248,honda,city,4.0,petrol,33572,automatic,fwd,sedan,,,,4
chandigarh,595000,skoda,rapid,4.0,diesel,79177,manual,fwd,sedan,,,,8
chandigarh,314000,ford,figo aspire,4.0,petrol,57959,automatic,fwd,sedan,,,,11
chandigarh,269000,maruti suzuki,celerio,3.0,petrol,104997,manual,fwd,hatchback,,,,10
chandigarh,225000,hyundai,i20,,petrol,89785,manual,,hatchback,,,,15
chandigarh,469000,renault,duster,4.0,diesel,101049,manual,fwd,suv,,,,7
chandigarh,1097675,tata,harrier,4.0,diesel,83454,manual,fwd,suv,,,,5
chandigarh,998000,kia,sonet,4.0,diesel,35879,automatic,fwd,suv,,,,3
chandigarh,449000,hyundai,grand i10 nios,4.0,petrol,26653,manual,fwd,hatchback,,,,4
chandigarh,938000,kia,seltos,4.0,petrol,70338,manual,fwd,suv,,,,7
chandigarh,547000,maruti suzuki,ciaz,4.0,petrol,66790,manual,fwd,sedan,,,,9
chandigarh,254000,honda,amaze,4.0,petrol,89714,manual,fwd,sedan,,,,13
chandigarh,307000,hyundai,grand i10,4.0,petrol,61606,manual,fwd,hatchback,,,,12
chandigarh,516000,tata,tiago,3.0,petrol,8605,manual,fwd,hatchback,,,,2
chandigarh,443000,maruti suzuki,baleno,4.0,petrol,43145,manual,fwd,hatchback,,,,9
chandigarh,274000,maruti suzuki,celerio,3.0,petrol,70992,manual,fwd,hatchback,,,,11
ambala,501000,hyundai,elite i20,4.0,petrol,37558,manual,fwd,hatchback,,,,9
chandigarh,456000,maruti suzuki,ignis,4.0,petrol,44090,manual,fwd,hatchback,,,,3
chandigarh,485000,renault,triber,3.0,petrol,49873,manual,fwd,muv,,,,4
chandigarh,506000,hyundai,elite i20,4.0,petrol,38446,manual,fwd,hatchback,,,,8
chandigarh,324000,honda,brio,4.0,petrol,34819,manual,fwd,hatchback,,,,9
chandigarh,862000,skoda,slavia,3.0,petrol,58834,manual,fwd,sedan,,,,4
chandigarh,1755000,mahindra,scorpio n,4.0,petrol,31295,automatic,rwd,suv,,,,4
chandigarh,389000,maruti suzuki,s-presso,3.0,petrol,30414,manual,fwd,hatchback,,,,4
chandigarh,354000,ford,figo,4.0,petrol,76801,manual,fwd,hatchback,,,,8
chandigarh,618000,honda,city,4.0,petrol,86736,automatic,fwd,sedan,,,,9
chandigarh,243000,hyundai,eon,3.0,petrol,25695,manual,fwd,hatchback,,,,11
chandigarh,765000,toyota,glanza,4.0,petrol,28244,automatic,fwd,hatchback,,,,3
faridabad,1918902,mahindra,xuv700,4.0,diesel,42590,automatic,awd,suv,,,,4
ghaziabad,462000,maruti suzuki,baleno,4.0,petrol,24361,manual,fwd,hatchback,,,,7
delhi,431000,maruti suzuki,ertiga,4.0,petrol,107065,manual,fwd,muv,,,,11
delhi,397000,maruti suzuki,baleno,4.0,petrol,88547,manual,fwd,hatchback,,,,9
delhi,451000,maruti suzuki,wagon r,4.0,petrol,36452,manual,fwd,hatchback,,,,4
ghaziabad,465000,maruti suzuki,baleno,4.0,petrol,37834,manual,fwd,hatchback,,,,8
ghaziabad,510000,tata,punch,3.0,petrol,72078,manual,fwd,suv,,,,4
gurgaon,642000,hyundai,grand i10 nios,4.0,petrol,6121,manual,fwd,hatchback,,,,2
delhi,544000,maruti suzuki,swift,4.0,petrol,58014,automatic,fwd,hatchback,,,,7
delhi,398000,maruti suzuki,s-presso,3.0,cng,15462,manual,fwd,hatchback,,,,3
ghaziabad,523000,maruti suzuki,wagon r,3.0,cng,14531,manual,fwd,hatchback,,,,3
delhi,435000,honda,amaze,4.0,petrol,40179,manual,fwd,sedan,,,,8
delhi,600000,renault,triber,3.0,petrol,7714,manual,fwd,muv,,,,3
gurgaon,566000,maruti suzuki,ciaz,4.0,petrol,74683,manual,fwd,sedan,,,,7
gurgaon,451000,maruti suzuki,alto k10,3.0,petrol,21388,automatic,,hatchback,,,,2
gurgaon,1088638,maruti suzuki,brezza,4.0,petrol,24844,manual,fwd,suv,,,,3
noida,309000,tata,tiago,3.0,petrol,49980,automatic,fwd,hatchback,,,,9
ghaziabad,303000,tata,tiago,3.0,petrol,64964,manual,fwd,hatchback,,,,8
gurgaon,426000,honda,city,4.0,petrol,103399,manual,fwd,sedan,,,,9
ghaziabad,668000,maruti suzuki,baleno,4.0,petrol,28228,automatic,fwd,hatchback,,,,4
gurgaon,694000,hyundai,venue,3.0,petrol,43230,automatic,fwd,suv,,,,6
delhi,382000,maruti suzuki,celerio,3.0,cng,59158,manual,fwd,hatchback,,,,8
gurgaon,1100000,skoda,kushaq,3.0,petrol,32725,manual,fwd,suv,,,,4
delhi,418000,maruti suzuki,ciaz,4.0,petrol,98683,manual,fwd,sedan,,,,11
delhi,789000,hyundai,elantra,4.0,petrol,26023,automatic,fwd,sedan,,,,9
noida,894000,honda,city,4.0,petrol,111520,manual,fwd,sedan,,,,5
noida,1415902,mahindra,thar,4.0,diesel,38853,automatic,4wd,suv,,,,3
delhi,644000,tata,altroz,4.0,diesel,55208,manual,fwd,hatchback,,,,4
ghaziabad,1899713,mahindra,scorpio n,4.0,petrol,28431,automatic,rwd,suv,,,,3
ghaziabad,274000,hyundai,i10,4.0,petrol,42368,manual,fwd,hatchback,,,,10
faridabad,222000,renault,kwid,3.0,petrol,51260,manual,fwd,hatchback,,,,9
ghaziabad,370000,maruti suzuki,celerio,3.0,cng,101870,manual,fwd,hatchback,,,,7
gurgaon,792000,honda,amaze,4.0,petrol,17487,automatic,fwd,sedan,,,,3
gurgaon,459000,tata,tiago,3.0,petrol,54872,manual,fwd,hatchback,,,,5
gurgaon,516000,maruti suzuki,ertiga,4.0,cng,92230,manual,fwd,muv,,,,10
ghaziabad,261000,honda,brio,4.0,petrol,106498,manual,fwd,hatchback,,,,12
gurgaon,249000,renault,kwid,3.0,petrol,27884,manual,fwd,hatchback,,,,8
delhi,355000,honda,amaze,4.0,petrol,41509,manual,fwd,sedan,,,,10
noida,506000,maruti suzuki,ignis,4.0,petrol,32428,manual,fwd,hatchback,,,,4
ghaziabad,343000,maruti suzuki,celerio,3.0,petrol,23148,manual,fwd,hatchback,,,,10
delhi,373000,volkswagen,polo,3.0,petrol,41460,manual,fwd,hatchback,,,,10
sonipat,310000,maruti suzuki,alto 800,3.0,petrol,25713,manual,fwd,hatchback,,,,5
gurgaon,217000,renault,kwid,3.0,petrol,76955,manual,fwd,hatchback,,,,10
gurgaon,268000,renault,kwid,3.0,petrol,82491,manual,fwd,hatchback,,,,8
gurgaon,488000,hyundai,grand i10,4.0,petrol,8958,automatic,fwd,hatchback,,,,8
ghaziabad,429000,hyundai,elite i20,4.0,petrol,61571,manual,fwd,hatchback,,,,10
faridabad,687000,tata,tigor,3.0,cng,42113,manual,fwd,sedan,,,,2
gurgaon,956000,mahindra,xuv 3xo,3.0,petrol,19376,manual,fwd,suv,,,,2
noida,1345223,toyota,urban cruiser hyryder,4.0,petrol,10185,manual,fwd,suv,,,,2
delhi,362000,volkswagen,polo,3.0,petrol,97037,manual,fwd,hatchback,,,,9
delhi,533000,ford,ecosport,3.0,petrol,93943,automatic,fwd,suv,,,,8
gurgaon,290000,maruti suzuki,celerio,3.0,petrol,80110,automatic,fwd,hatchback,,,,10
delhi,380000,renault,kwid,3.0,petrol,18883,manual,fwd,hatchback,,,,4
gurgaon,460000,maruti suzuki,swift,4.0,petrol,66345,manual,fwd,hatchback,,,,7
delhi,473000,maruti suzuki,dzire,4.0,petrol,39209,automatic,fwd,sedan,,,,8
ghaziabad,199000,maruti suzuki,alto 800,3.0,petrol,51384,manual,fwd,hatchback,,,,13
ghaziabad,869000,hyundai,verna,4.0,petrol,24335,automatic,fwd,sedan,,,,7
delhi,962000,hyundai,venue,3.0,petrol,26677,automatic,fwd,suv,,,,3
gurgaon,1183000,kia,seltos,4.0,petrol,46570,automatic,fwd,suv,,,,6
ghaziabad,407000,maruti suzuki,baleno,4.0,petrol,55076,manual,fwd,hatchback,,,,9
ghaziabad,346000,ford,figo aspire,4.0,petrol,45830,manual,fwd,sedan,,,,11
delhi,1441173,mg motors,hector plus,4.0,petrol,21637,automatic,fwd,suv,,,,4
delhi,460000,maruti suzuki,baleno,4.0,petrol,37758,manual,fwd,hatchback,,,,7
gurgaon,392000,hyundai,grand i10,4.0,petrol,18320,manual,fwd,hatchback,,,,8
ghaziabad,406000,tata,tiago,3.0,petrol,93386,automatic,fwd,hatchback,,,,7
ghaziabad,580000,honda,amaze,4.0,petrol,46485,automatic,fwd,sedan,,,,6
delhi,354000,hyundai,grand i10,4.0,petrol,44934,manual,fwd,hatchback,,,,9
faridabad,392000,ford,ecosport,3.0,petrol,101508,manual,fwd,suv,,,,10
ghaziabad,565000,ford,ecosport,3.0,petrol,116881,automatic,fwd,suv,,,,7
gurgaon,284000,maruti suzuki,swift,4.0,petrol,49937,manual,fwd,hatchback,,,,12
gurgaon,718000,hyundai,venue,4.0,petrol,25741,manual,fwd,suv,,,,3
delhi,390000,hyundai,grand i10,4.0,petrol,24900,manual,fwd,hatchback,,,,8
noida,402000,maruti suzuki,baleno,4.0,petrol,64560,manual,fwd,hatchback,,,,9
ghaziabad,419000,ford,ecosport,3.0,petrol,72869,manual,fwd,suv,,,,11
noida,323000,hyundai,grand i10,4.0,petrol,78876,manual,fwd,hatchback,,,,11
ghaziabad,647000,hyundai,venue,4.0,petrol,21024,manual,fwd,suv,,,,4
ghaziabad,294000,maruti suzuki,swift,4.0,petrol,68421,manual,fwd,hatchback,,,,12
delhi,439000,honda,city,4.0,petrol,63833,automatic,fwd,sedan,,,,12
ghaziabad,981000,mahindra,xuv 300,3.0,petrol,18959,manual,fwd,suv,,,,3
noida,449000,maruti suzuki,swift,4.0,petrol,34298,automatic,fwd,hatchback,,,,8
faridabad,559000,maruti suzuki,baleno,4.0,petrol,16108,manual,fwd,hatchback,,,,5
gurgaon,1146208,kia,carens,4.0,petrol,45284,automatic,fwd,muv,,,,3
gurgaon,468000,maruti suzuki,wagon r,3.0,cng,38999,manual,fwd,hatchback,,,,5
gurgaon,517000,toyota,etios liva,4.0,petrol,49661,manual,fwd,hatchback,,,,8
delhi,291000,hyundai,grand i10,4.0,petrol,74572,manual,fwd,hatchback,,,,11
noida,318000,ford,figo,4.0,petrol,66481,manual,fwd,hatchback,,,,10
delhi,856000,kia,seltos,4.0,petrol,59809,automatic,fwd,suv,,,,7
delhi,416000,honda,city,4.0,petrol,105624,automatic,fwd,sedan,,,,11
gurgaon,528000,tata,altroz,3.0,petrol,24860,manual,fwd,hatchback,,,,6
noida,1005000,honda,city,4.0,petrol,21174,manual,fwd,sedan,,,,3
karnal,319000,tata,tigor,3.0,petrol,115880,manual,fwd,sedan,,,,9
gurgaon,383000,maruti suzuki,celerio,3.0,petrol,26137,manual,fwd,hatchback,,,,7
ghaziabad,338000,ford,figo,4.0,petrol,75615,manual,fwd,hatchback,,,,9
ghaziabad,1143125,mahindra,thar,4.0,petrol,33914,automatic,4wd,suv,,,,4
delhi,1219938,hyundai,creta,4.0,diesel,57299,manual,fwd,suv,,,,4
ghaziabad,504000,maruti suzuki,baleno,4.0,petrol,28498,automatic,fwd,hatchback,,,,8
ghaziabad,308000,maruti suzuki,alto k10,3.0,petrol,20098,manual,fwd,hatchback,,,,8
noida,1345125,hyundai,alcazar,4.0,petrol,68514,automatic,fwd,suv,,,,5
delhi,280000,hyundai,grand i10,4.0,petrol,110916,manual,fwd,hatchback,,,,11
faridabad,668000,tata,altroz,4.0,diesel,37277,manual,fwd,hatchback,,,,5
gurgaon,889000,mg motors,hector,4.0,petrol,43903,automatic,,suv,,,,7
gurgaon,358000,maruti suzuki,swift,4.0,petrol,51287,manual,fwd,hatchback,,,,12
gurgaon,965000,kia,seltos,4.0,petrol,95577,automatic,fwd,suv,,,,6
ghaziabad,423000,maruti suzuki,baleno,4.0,petrol,76930,manual,fwd,hatchback,,,,10
delhi,453000,tata,nexon,,petrol,75457,automatic,fwd,suv,,,,8
ghaziabad,984000,mg motors,hector,4.0,petrol,46697,automatic,,suv,,,,7
ghaziabad,457000,hyundai,grand i10,3.0,cng,47302,manual,fwd,hatchback,,,,7
ghaziabad,328000,honda,jazz,4.0,petrol,118970,manual,fwd,hatchback,,,,10
delhi,358000,honda,jazz,4.0,petrol,82759,automatic,fwd,hatchback,,,,11
delhi,571000,maruti suzuki,baleno,4.0,petrol,55832,manual,fwd,hatchback,,,,6
ghaziabad,282000,honda,amaze,4.0,petrol,50935,manual,fwd,sedan,,,,13
faridabad,271000,renault,kwid,3.0,petrol,52863,manual,fwd,hatchback,,,,7
faridabad,423000,maruti suzuki,swift,4.0,petrol,59809,automatic,fwd,hatchback,,,,8
noida,1335123,mahindra,xuv 3xo,3.0,petrol,16575,automatic,fwd,suv,,,,2
gurgaon,442000,renault,kwid,3.0,petrol,31202,automatic,fwd,hatchback,,,,4
delhi,608000,honda,br-v,4.0,petrol,23975,manual,fwd,suv,,,,9
delhi,288000,maruti suzuki,swift,4.0,petrol,105660,manual,fwd,hatchback,,,,11
delhi,203000,maruti suzuki,alto 800,3.0,petrol,73762,manual,fwd,hatchback,,,,12
ghaziabad,500000,maruti suzuki,ciaz,4.0,petrol,50121,manual,fwd,sedan,,,,11
ghaziabad,524000,tata,punch,3.0,cng,31517,manual,fwd,suv,,,,3
gurgaon,1042223,kia,seltos,4.0,cng,39684,manual,,suv,,,,5
delhi,289000,maruti suzuki,celerio,3.0,petrol,103654,manual,fwd,hatchback,,,,10
ghaziabad,1052278,kia,seltos,4.0,petrol,56979,automatic,fwd,suv,,,,6
delhi,307000,hyundai,grand i10,4.0,petrol,87039,manual,fwd,hatchback,,,,10
delhi,297000,maruti suzuki,celerio,3.0,petrol,45876,manual,fwd,hatchback,,,,11
noida,255000,maruti suzuki,wagon r,3.0,petrol,110048,manual,fwd,hatchback,,,,11
gurgaon,229000,datsun,redi-go,3.0,petrol,45291,manual,fwd,hatchback,,,,5
delhi,442000,ford,ecosport,4.0,petrol,43299,manual,fwd,suv,,,,10
delhi,202000,renault,kwid,3.0,petrol,105911,manual,fwd,hatchback,,,,10
delhi,395000,tata,tiago,3.0,petrol,33565,manual,fwd,hatchback,,,,3
noida,868000,maruti suzuki,ciaz,4.0,petrol,48311,manual,fwd,sedan,,,,3
ghaziabad,348000,maruti suzuki,swift,4.0,petrol,43446,manual,fwd,hatchback,,,,10
ghaziabad,247000,honda,brio,4.0,petrol,41584,manual,fwd,hatchback,,,,11
gurgaon,755000,hyundai,venue,3.0,petrol,28326,manual,fwd,suv,,,,5
delhi,227000,datsun,redi-go,3.0,petrol,22958,manual,fwd,hatchback,,,,9
gurgaon,600000,tata,nexon,3.0,petrol,36589,manual,fwd,suv,,,,4
delhi,441000,ford,ecosport,3.0,petrol,92136,manual,fwd,suv,,,,10
gurgaon,275000,renault,kwid,3.0,petrol,49826,automatic,fwd,hatchback,,,,8
delhi,280000,hyundai,grand i10,4.0,petrol,111530,manual,fwd,hatchback,,,,11
delhi,276000,hyundai,i10,4.0,petrol,48760,manual,fwd,hatchback,,,,10
delhi,314000,renault,kwid,3.0,petrol,29428,manual,fwd,hatchback,,,,4
karnal,275000,maruti suzuki,wagon r,3.0,petrol,45604,manual,fwd,hatchback,,,,11
ghaziabad,381000,tata,tiago,3.0,petrol,12308,manual,fwd,hatchback,,,,7
ghaziabad,383000,honda,city,4.0,petrol,116722,manual,fwd,sedan,,,,11
noida,445000,honda,amaze,4.0,petrol,64928,automatic,fwd,sedan,,,,10
ghaziabad,418000,hyundai,elite i20,4.0,petrol,74112,manual,fwd,hatchback,,,,9
noida,684000,honda,jazz,4.0,petrol,22001,automatic,fwd,hatchback,,,,4
ghaziabad,290000,maruti suzuki,swift,4.0,petrol,88883,manual,fwd,hatchback,,,,10
ghaziabad,267000,hyundai,grand i10,4.0,petrol,67738,manual,fwd,hatchback,,,,13
ghaziabad,321000,tata,tiago,3.0,petrol,117174,automatic,fwd,hatchback,,,,7
delhi,250000,hyundai,eon,3.0,petrol,16735,manual,fwd,hatchback,,,,10
delhi,260000,maruti suzuki,alto k10,3.0,petrol,76138,automatic,fwd,hatchback,,,,9
ghaziabad,666000,honda,br-v,4.0,petrol,46518,automatic,fwd,suv,,,,9
ghaziabad,260000,hyundai,i10,4.0,petrol,56637,manual,fwd,hatchback,,,,10
noida,518000,honda,amaze,4.0,petrol,44292,manual,fwd,sedan,,,,6
gurgaon,963000,hyundai,i20 n line,3.0,petrol,23202,automatic,fwd,hatchback,,,,3
gurgaon,1081613,hyundai,creta,4.0,diesel,19478,manual,fwd,suv,,,,4
ghaziabad,212000,hyundai,i10,4.0,petrol,63402,manual,fwd,hatchback,,,,11
ghaziabad,346000,maruti suzuki,alto 800,3.0,petrol,25076,manual,fwd,hatchback,,,,4
ghaziabad,268000,renault,kwid,3.0,petrol,57453,automatic,fwd,hatchback,,,,9
ghaziabad,332000,maruti suzuki,swift,4.0,petrol,71291,manual,fwd,hatchback,,,,9
gurgaon,294000,maruti suzuki,celerio,3.0,petrol,71575,automatic,fwd,hatchback,,,,12
delhi,542000,ford,figo,3.0,petrol,72140,automatic,fwd,hatchback,,,,5
gurgaon,1072000,skoda,kushaq,3.0,petrol,23067,automatic,fwd,suv,,,,4
gurgaon,1164388,hyundai,creta,4.0,petrol,60052,manual,fwd,suv,,,,3
ghaziabad,1240154,skoda,slavia,3.0,petrol,58488,automatic,fwd,sedan,,,,3
ghaziabad,341000,maruti suzuki,celerio,3.0,cng,61657,manual,fwd,hatchback,,,,9
delhi,669000,tata,altroz,3.0,petrol,29218,manual,fwd,hatchback,,,,4
karnal,1995000,toyota,innova crysta,4.0,diesel,30396,manual,rwd,muv,,,,4
gurgaon,792000,mahindra,xuv 300,3.0,petrol,18922,automatic,fwd,suv,,,,5
gurgaon,285000,honda,amaze,4.0,petrol,100459,manual,fwd,sedan,,,,10
ghaziabad,703000,honda,amaze,4.0,diesel,58891,automatic,fwd,sedan,,,,5
faridabad,653000,tata,punch,3.0,petrol,22127,manual,fwd,suv,,,,4
faridabad,766000,hyundai,venue,4.0,petrol,24543,manual,fwd,suv,,,,3
ghaziabad,366000,hyundai,grand i10,4.0,petrol,73043,manual,fwd,hatchback,,,,10
ghaziabad,476000,maruti suzuki,ciaz,4.0,petrol,87303,automatic,fwd,sedan,,,,10
noida,323000,maruti suzuki,alto 800,3.0,petrol,36962,manual,fwd,hatchback,,,,5
noida,351000,ford,figo aspire,3.0,petrol,111729,manual,fwd,sedan,,,,8
delhi,530000,tata,nexon,,petrol,45176,manual,fwd,suv,,,,7
ghaziabad,472000,maruti suzuki,dzire,4.0,petrol,34478,automatic,fwd,sedan,,,,8
noida,1421938,mg motors,hector plus,4.0,petrol,81761,automatic,fwd,suv,,,,3
ghaziabad,335000,honda,amaze,4.0,petrol,41394,manual,fwd,sedan,,,,10
faridabad,245000,maruti suzuki,alto 800,3.0,petrol,33868,manual,fwd,hatchback,,,,10
gurgaon,464000,honda,jazz,4.0,petrol,59860,automatic,fwd,hatchback,,,,9
gurgaon,623000,maruti suzuki,baleno,4.0,petrol,45609,automatic,fwd,hatchback,,,,5
delhi,1072478,mg motors,astor,4.0,petrol,42401,automatic,fwd,suv,,,,4
gurgaon,451000,maruti suzuki,baleno,4.0,petrol,59910,manual,fwd,hatchback,,,,7
ghaziabad,222000,maruti suzuki,alto 800,3.0,petrol,78632,manual,fwd,hatchback,,,,10
gurgaon,652000,tata,altroz,4.0,diesel,52703,manual,fwd,hatchback,,,,5
noida,1660245,toyota,innova crysta,4.0,petrol,44673,manual,rwd,muv,,,,4
sonipat,349000,maruti suzuki,swift,4.0,petrol,75578,manual,fwd,hatchback,,,,10
sonipat,235000,renault,kwid,3.0,petrol,32154,manual,fwd,hatchback,,,,7
gurgaon,384000,maruti suzuki,baleno,4.0,petrol,64528,manual,fwd,hatchback,,,,10
faridabad,360000,renault,kwid,3.0,petrol,59704,automatic,fwd,hatchback,,,,6
gurgaon,581000,maruti suzuki,swift,4.0,petrol,26735,automatic,fwd,hatchback,,,,4
gurgaon,447000,maruti suzuki,baleno,4.0,petrol,46107,manual,fwd,hatchback,,,,9
delhi,524000,tata,nexon,3.0,petrol,23593,manual,fwd,suv,,,,7
delhi,424000,maruti suzuki,celerio,3.0,petrol,25622,automatic,fwd,hatchback,,,,7
gurgaon,517000,maruti suzuki,baleno,4.0,petrol,55545,manual,fwd,hatchback,,,,7
ghaziabad,287000,renault,kwid,3.0,petrol,34781,automatic,fwd,hatchback,,,,8
noida,599000,maruti suzuki,ertiga,4.0,petrol,57829,manual,fwd,muv,,,,10
delhi,1134133,kia,seltos,4.0,petrol,41522,manual,fwd,suv,,,,4
ghaziabad,474000,hyundai,elite i20,4.0,petrol,40216,manual,fwd,hatchback,,,,9
noida,1173478,kia,seltos,4.0,diesel,63002,manual,fwd,suv,,,,4
delhi,1129038,maruti suzuki,xl6,4.0,petrol,41628,automatic,fwd,muv,,,,4
faridabad,861000,maruti suzuki,brezza,4.0,petrol,52414,manual,fwd,suv,,,,4
faridabad,581000,hyundai,aura,4.0,cng,53256,manual,fwd,sedan,,,,4
delhi,472000,hyundai,elite i20,4.0,petrol,31051,manual,fwd,hatchback,,,,9
ghaziabad,395000,maruti suzuki,dzire,4.0,petrol,90761,manual,fwd,sedan,,,,8
delhi,437000,maruti suzuki,wagon r,3.0,cng,43041,manual,fwd,hatchback,,,,6
ghaziabad,1072523,volkswagen,taigun,3.0,petrol,60309,manual,fwd,suv,,,,4
delhi,438000,honda,jazz,4.0,petrol,48913,automatic,fwd,hatchback,,,,9
karnal,433000,hyundai,elite i20,4.0,petrol,52516,manual,fwd,hatchback,,,,11
delhi,329000,toyota,corolla altis,4.0,petrol,112513,manual,fwd,sedan,,,,13
ghaziabad,264000,renault,kwid,,petrol,16836,manual,,hatchback,,,,10
delhi,524000,renault,kiger,3.0,petrol,40197,manual,fwd,suv,,,,4
gurgaon,622000,tata,punch,3.0,petrol,26545,manual,fwd,suv,,,,3
noida,1122925,mahindra,thar,4.0,petrol,46987,automatic,4wd,suv,,,,4
delhi,414000,maruti suzuki,baleno,4.0,petrol,109798,manual,fwd,hatchback,,,,8
ghaziabad,458000,ford,ecosport,3.0,petrol,99803,manual,fwd,suv,,,,8
ghaziabad,453000,maruti suzuki,baleno,4.0,petrol,33650,manual,fwd,hatchback,,,,10
delhi,354000,maruti suzuki,swift,4.0,petrol,56717,manual,fwd,hatchback,,,,9
noida,1279000,mg motors,hector,4.0,petrol,46996,automatic,fwd,suv,,,,4
ghaziabad,674000,maruti suzuki,new ertiga,4.0,petrol,89285,manual,fwd,muv,,,,7
gurgaon,1254225,mahindra,xuv700,4.0,diesel,122041,manual,fwd,suv,,,,4
noida,266000,hyundai,grand i10,4.0,petrol,71632,manual,fwd,hatchback,,,,12
gurgaon,231000,honda,brio,4.0,petrol,36346,manual,fwd,hatchback,,,,14
delhi,628000,volkswagen,vento,4.0,petrol,59918,automatic,fwd,sedan,,,,8
delhi,305000,hyundai,grand i10,4.0,petrol,102022,manual,fwd,hatchback,,,,11
noida,460000,volkswagen,polo,3.0,petrol,48071,manual,fwd,hatchback,,,,7
gurgaon,337000,honda,jazz,4.0,petrol,80915,manual,fwd,hatchback,,,,10
gurgaon,1042000,mahindra,thar,4.0,diesel,69612,manual,4wd,suv,,,,5
ghaziabad,255000,maruti suzuki,alto k10,3.0,petrol,78535,automatic,fwd,hatchback,,,,10
gurgaon,493000,maruti suzuki,vitara brezza,4.0,diesel,76212,manual,fwd,suv,,,,8
ghaziabad,508000,honda,jazz,4.0,petrol,35756,automatic,fwd,hatchback,,,,8
gurgaon,1134000,hyundai,verna,3.0,petrol,39181,automatic,fwd,sedan,,,,4
gurgaon,410000,maruti suzuki,ertiga,4.0,petrol,103003,manual,fwd,muv,,,,12
gurgaon,388000,maruti suzuki,celerio,3.0,petrol,30362,manual,fwd,hatchback,,,,7
faridabad,1135000,hyundai,verna,4.0,petrol,20009,automatic,fwd,sedan,,,,3
karnal,289000,renault,kwid,3.0,petrol,28933,manual,fwd,hatchback,,,,7
delhi,381000,ford,ecosport,4.0,petrol,104856,manual,fwd,suv,,,,10
delhi,784000,hyundai,venue,3.0,petrol,12630,manual,fwd,suv,,,,4
faridabad,264000,tata,tiago,3.0,petrol,68873,manual,fwd,hatchback,,,,10
faridabad,709000,hyundai,venue,3.0,petrol,75961,manual,fwd,suv,,,,5
gurgaon,361000,volkswagen,polo,3.0,petrol,86858,manual,fwd,hatchback,,,,10
delhi,566000,maruti suzuki,baleno,4.0,petrol,39041,manual,fwd,hatchback,,,,5
ghaziabad,1065000,mahindra,thar,4.0,petrol,20146,manual,4wd,suv,,,,5
ghaziabad,375000,ford,ecosport,3.0,petrol,93476,manual,fwd,suv,,,,11
faridabad,306000,honda,jazz,4.0,petrol,100272,manual,fwd,hatchback,,,,10
ghaziabad,184000,maruti suzuki,alto 800,3.0,petrol,50825,manual,fwd,hatchback,,,,13
ghaziabad,985000,hyundai,verna,3.0,petrol,63779,automatic,fwd,sedan,,,,5
faridabad,411000,maruti suzuki,baleno,4.0,petrol,30090,manual,fwd,hatchback,,,,9
gurgaon,596000,tata,nexon,3.0,petrol,101850,manual,fwd,suv,,,,6
ghaziabad,323000,hyundai,grand i10,4.0,petrol,52005,manual,fwd,hatchback,,,,11
ghaziabad,272000,renault,kwid,3.0,petrol,40331,manual,fwd,hatchback,,,,8
delhi,365000,maruti suzuki,ciaz,4.0,petrol,52912,manual,fwd,sedan,,,,11
noida,344000,maruti suzuki,swift,4.0,petrol,61704,manual,fwd,hatchback,,,,9
ghaziabad,390000,volkswagen,polo,3.0,petrol,78425,manual,fwd,hatchback,,,,10
faridabad,677000,maruti suzuki,ciaz,4.0,petrol,104568,automatic,fwd,sedan,,,,5
ghaziabad,1261000,mahindra,xuv700,4.0,petrol,39033,manual,fwd,suv,,,,5
ghaziabad,1094000,hyundai,creta,4.0,diesel,42366,manual,fwd,suv,,,,5
