region,price,manufacturer,model,cylinders,fuel,odometer,transmission,drive,type,seats,engine_cc,max_power,age
chennai,1274000,mg motors,hector,4.0,petrol,36243,automatic,,suv,,,,5
chennai,1710000,mahindra,scorpio n,4.0,petrol,71918,automatic,,suv,,,,4
chennai,1047000,kia,seltos,4.0,petrol,33722,manual,fwd,suv,,,,4
chennai,269000,maruti suzuki,alto 800,3.0,petrol,39144,manual,fwd,hatchback,,,,10
chennai,914000,hyundai,venue,3.0,petrol,16625,manual,fwd,suv,,,,4
chennai,860000,kia,sonet,3.0,petrol,34129,manual,fwd,suv,,,,4
chennai,1084000,maruti suzuki,xl6,4.0,petrol,50144,automatic,fwd,muv,,,,5
chennai,1436000,hyundai,verna,4.0,petrol,22575,manual,fwd,sedan,,,,3
chennai,390000,volkswagen,polo,3.0,petrol,66973,manual,fwd,hatchback,,,,10
chennai,449000,maruti suzuki,ignis,4.0,petrol,108920,automatic,fwd,hatchback,,,,7
chennai,686000,tata,tigor,3.0,petrol,11555,automatic,,sedan,,,,3
chennai,334000,maruti suzuki,wagon r,3.0,petrol,33599,manual,fwd,hatchback,,,,11
chennai,1418000,hyundai,creta,4.0,diesel,49521,manual,fwd,suv,,,,4
chennai,286000,maruti suzuki,wagon r,3.0,petrol,53231,manual,fwd,hatchback,,,,12
chennai,329000,volkswagen,polo,3.0,petrol,98122,manual,fwd,hatchback,,,,14
chennai,509000,honda,amaze,4.0,petrol,52811,automatic,fwd,sedan,,,,9
chennai,995000,maruti suzuki,brezza,4.0,petrol,25518,manual,fwd,suv,,,,3
chennai,483000,volkswagen,ameo,3.0,petrol,58006,manual,fwd,sedan,,,,8
chennai,1636000,mahindra,xuv700,4.0,petrol,30335,automatic,fwd,suv,,,,4
chennai,701000,hyundai,elite i20,4.0,petrol,40863,automatic,fwd,hatchback,,,,7
chennai,453000,honda,amaze,4.0,petrol,44239,manual,fwd,sedan,,,,10
chennai,1144000,hyundai,creta,4.0,petrol,78000,automatic,fwd,suv,,,,6
chennai,516000,maruti suzuki,swift dzire,4.0,diesel,125487,automatic,fwd,sedan,,,,10
chennai,419000,volkswagen,ameo,3.0,petrol,82492,manual,fwd,sedan,,,,10
chennai,338000,hyundai,grand i10,4.0,petrol,108125,manual,fwd,hatchback,,,,12
chennai,500000,hyundai,grand i10,4.0,petrol,16404,manual,fwd,hatchback,,,,8
chennai,675000,tata,punch,3.0,petrol,34920,automatic,fwd,suv,,,,4
chennai,434000,honda,city,4.0,petrol,113857,manual,fwd,sedan,,,,12
chennai,512000,maruti suzuki,baleno,4.0,petrol,91865,automatic,fwd,hatchback,,,,7
chennai,336000,maruti suzuki,s-presso,3.0,petrol,17613,automatic,fwd,hatchback,,,,6
chennai,335000,maruti suzuki,swift,4.0,diesel,124647,manual,fwd,hatchback,,,,12
chennai,482000,maruti suzuki,celerio,3.0,petrol,27558,manual,fwd,hatchback,,,,5
chennai,269000,renault,kwid,3.0,petrol,49113,manual,fwd,hatchback,,,,10
chennai,516000,hyundai,elite i20,4.0,petrol,31503,manual,fwd,hatchback,,,,11
chennai,597000,hyundai,elite i20,4.0,petrol,31714,manual,fwd,hatchback,,,,7
chennai,989000,hyundai,creta,4.0,petrol,89677,automatic,fwd,suv,,,,6
chennai,564000,hyundai,i20 active,4.0,petrol,29906,manual,fwd,crossover,,,,9
chennai,428000,maruti suzuki,alto k10,3.0,cng,34353,manual,fwd,hatchback,,,,4
chennai,336000,hyundai,i10,4.0,petrol,15604,manual,,hatchback,,,,12
chennai,432000,tata,altroz,3.0,petrol,24094,manual,fwd,hatchback,,,,6
chennai,526000,hyundai,grand i10 nios,4.0,petrol,29922,automatic,fwd,hatchback,,,,6
chennai,899000,maruti suzuki,baleno,4.0,petrol,12485,automatic,fwd,hatchback,,,,2
chennai,557000,hyundai,grand i10 nios,4.0,petrol,27714,automatic,fwd,hatchback,,,,5
chennai,523000,honda,jazz,4.0,petrol,22599,manual,fwd,hatchback,,,,9
chennai,352000,maruti suzuki,celerio,3.0,petrol,35962,automatic,fwd,hatchback,,,,10
chennai,412000,tata,tiago,3.0,diesel,36801,manual,fwd,hatchback,,,,8
chennai,419000,ford,ecosport,4.0,diesel,145392,manual,fwd,suv,,,,9
chennai,1401465,hyundai,creta,4.0,diesel,78440,automatic,fwd,suv,,,,5
chennai,1335123,mahindra,xuv700,4.0,petrol,62919,manual,fwd,suv,,,,5
chennai,303000,volkswagen,polo,3.0,petrol,87128,manual,fwd,hatchback,,,,13
chennai,259000,hyundai,i10,4.0,petrol,53979,manual,fwd,hatchback,,,,14
chennai,1534000,kia,seltos,4.0,diesel,58169,automatic,fwd,suv,,,,4
chennai,1186000,skoda,kushaq,3.0,petrol,48107,automatic,fwd,suv,,,,5
chennai,795000,tata,nexon,3.0,petrol,16238,manual,fwd,suv,,,,3
chennai,516000,hyundai,elite i20,4.0,petrol,73987,manual,fwd,hatchback,,,,9
chennai,598000,renault,kiger,3.0,petrol,26648,manual,fwd,suv,,,,3
chennai,506000,maruti suzuki,swift dzire,4.0,diesel,38509,manual,fwd,sedan,,,,13
chennai,285000,nissan,micra active,3.0,petrol,86189,manual,fwd,hatchback,,,,10
chennai,574000,maruti suzuki,ciaz,4.0,petrol,44313,manual,fwd,sedan,,,,9
chennai,290000,renault,kwid,3.0,petrol,67124,manual,fwd,hatchback,,,,10
chennai,724000,maruti suzuki,s-cross,4.0,diesel,105950,manual,fwd,suv,,,,8
chennai,1061413,kia,seltos,4.0,petrol,60010,automatic,fwd,suv,,,,6
chennai,1337000,hyundai,verna,4.0,petrol,17818,automatic,fwd,sedan,,,,2
chennai,338000,nissan,micra,3.0,petrol,71524,automatic,fwd,hatchback,,,,11
chennai,198000,ford,figo,,diesel,126843,manual,fwd,hatchback,,,,14
chennai,304000,hyundai,i10,4.0,petrol,53887,manual,fwd,hatchback,,,,12
chennai,981000,mahindra,xuv 300,3.0,petrol,15472,manual,fwd,suv,,,,4
chennai,898000,toyota,corolla altis,4.0,petrol,75369,automatic,fwd,sedan,,,,8
chennai,1254323,skoda,slavia,3.0,petrol,14620,automatic,fwd,sedan,,,,3
chennai,816000,mahindra,xuv 300,4.0,diesel,76067,automatic,fwd,suv,,,,6
chennai,288000,renault,kwid,3.0,petrol,37819,automatic,fwd,hatchback,,,,10
chennai,766000,tata,altroz,4.0,diesel,42642,manual,fwd,hatchback,,,,3
chennai,298000,renault,kwid,3.0,petrol,50138,automatic,fwd,hatchback,,,,10
chennai,498000,maruti suzuki,alto k10,3.0,petrol,2319,manual,fwd,hatchback,,,,2
chennai,1230083,mahindra,thar,4.0,petrol,27511,automatic,4wd,suv,,,,5
chennai,255000,maruti suzuki,ritz,4.0,petrol,109542,manual,fwd,hatchback,,,,12
chennai,522000,maruti suzuki,baleno,4.0,petrol,72127,manual,fwd,hatchback,,,,8
chennai,1609955,volkswagen,virtus,4.0,petrol,22384,automatic,fwd,sedan,,,,3
chennai,520000,maruti suzuki,baleno,4.0,petrol,43094,manual,fwd,hatchback,,,,8
chennai,512000,maruti suzuki,baleno,4.0,petrol,31845,manual,fwd,hatchback,,,,9
chennai,602000,maruti suzuki,baleno,4.0,petrol,58769,automatic,fwd,hatchback,,,,8
chennai,342000,hyundai,grand i10,4.0,petrol,114053,manual,fwd,hatchback,,,,10
chennai,1495615,mahindra,xuv700,4.0,diesel,43499,manual,fwd,suv,,,,4
chennai,443000,hyundai,xcent,3.0,diesel,125157,manual,fwd,sedan,,,,8
coimbatore,657000,maruti suzuki,swift,4.0,diesel,76447,automatic,fwd,hatchback,,,,8
coimbatore,476000,volkswagen,ameo,4.0,diesel,101316,automatic,fwd,sedan,,,,9
coimbatore,1191971,volkswagen,virtus,3.0,petrol,40152,automatic,fwd,sedan,,,,4
coimbatore,1370000,volkswagen,virtus,4.0,petrol,84542,automatic,fwd,sedan,,,,4
coimbatore,1379000,volkswagen,taigun,3.0,petrol,22152,manual,fwd,suv,,,,2
coimbatore,944000,hyundai,i20 n line,3.0,petrol,48166,automatic,fwd,hatchback,,,,4
coimbatore,763000,toyota,urban cruiser,4.0,petrol,44266,manual,fwd,suv,,,,4
coimbatore,1130000,kia,sonet,3.0,petrol,37069,automatic,fwd,suv,,,,4
coimbatore,796000,maruti suzuki,vitara brezza,4.0,petrol,121215,automatic,fwd,suv,,,,6
coimbatore,841000,hyundai,venue,3.0,petrol,72903,automatic,fwd,suv,,,,4
coimbatore,1420000,hyundai,verna,4.0,petrol,28805,manual,fwd,sedan,,,,3
coimbatore,1176000,honda,city,4.0,petrol,48014,manual,fwd,sedan,,,,3
coimbatore,1052000,hyundai,creta,4.0,diesel,80070,manual,fwd,suv,,,,6
coimbatore,300000,datsun,redi-go,3.0,petrol,98115,automatic,fwd,hatchback,,,,6
coimbatore,1347000,kia,syros,4.0,diesel,5464,manual,fwd,suv,,,,1
coimbatore,1336955,kia,carens,4.0,petrol,46648,automatic,fwd,muv,,,,3
coimbatore,778000,renault,kiger,3.0,petrol,41273,automatic,fwd,suv,,,,5
coimbatore,1601000,kia,carens,4.0,petrol,34607,automatic,fwd,muv,,,,3
coimbatore,905000,hyundai,i20,4.0,petrol,31197,automatic,fwd,hatchback,,,,3
coimbatore,394000,honda,jazz,4.0,petrol,82730,automatic,fwd,hatchback,,,,11
coimbatore,642000,hyundai,grand i10 nios,4.0,petrol,29284,automatic,fwd,hatchback,,,,3
coimbatore,1539000,kia,seltos,4.0,diesel,89162,automatic,fwd,suv,,,,3
noida,1060305,mahindra,thar,4.0,petrol,89512,automatic,4wd,suv,,,,5
delhi,667000,hyundai,venue,4.0,petrol,45983,manual,fwd,suv,,,,4
ghaziabad,480000,hyundai,aura,4.0,petrol,38141,manual,fwd,sedan,,,,6
delhi,465000,maruti suzuki,baleno,4.0,petrol,62993,manual,fwd,hatchback,,,,8
noida,688000,maruti suzuki,xl6,4.0,petrol,69709,manual,fwd,muv,,,,7
delhi,412000,maruti suzuki,alto k10,3.0,petrol,8921,manual,fwd,hatchback,,,,2
delhi,433000,hyundai,elite i20,4.0,petrol,52231,manual,fwd,hatchback,,,,10
delhi,475000,honda,amaze,4.0,petrol,37204,manual,fwd,sedan,,,,6
delhi,326000,hyundai,grand i10,4.0,petrol,41186,manual,fwd,hatchback,,,,11
delhi,796000,hyundai,exter,4.0,cng,3126,manual,,suv,,,,1
gurgaon,2211758,bmw,x3,,petrol,58292,automatic,,suv,,,,9
gurgaon,2009758,mercedes-benz,gla,,petrol,23211,automatic,fwd,suv,,,,7
gurgaon,2009758,audi,a6,4.0,petrol,64236,automatic,fwd,sedan,,,,8
gurgaon,3322758,audi,q3,4.0,petrol,34186,automatic,,suv,,,,3
delhi,313000,hyundai,grand i10,4.0,petrol,35232,manual,fwd,hatchback,,,,12
ghaziabad,962000,hyundai,venue,4.0,diesel,25799,manual,fwd,suv,,,,4
noida,497000,maruti suzuki,baleno,4.0,petrol,53007,manual,fwd,hatchback,,,,6
gurgaon,3080358,mercedes-benz,e-class,,petrol,53096,automatic,,sedan,,,,8
gurgaon,1666358,audi,q3,4.0,petrol,69888,automatic,fwd,suv,,,,9
gurgaon,3928758,mini,countryman,4.0,petrol,11098,automatic,fwd,crossover,,,,3
gurgaon,3282358,bmw,3 series,4.0,petrol,49944,automatic,rwd,sedan,,,,5
gurgaon,3928758,volvo,s90,4.0,petrol,47490,automatic,fwd,sedan,,,,2
gurgaon,1035108,jeep,compass,4.0,petrol,74783,manual,fwd,suv,,,,5
gurgaon,1605758,mercedes-benz,gla,4.0,petrol,53462,automatic,fwd,suv,,,,10
gurgaon,2272358,bmw,x1,4.0,petrol,43114,automatic,fwd,suv,,,,6
noida,1008061,kia,seltos,4.0,petrol,91843,automatic,fwd,suv,,,,6
gurgaon,1807758,bmw,3 series,4.0,petrol,45829,automatic,rwd,sedan,,,,10
delhi,327000,renault,kwid,3.0,petrol,37365,automatic,fwd,hatchback,,,,8
gurgaon,3019758,mercedes-benz,e-class,,petrol,15983,automatic,,sedan,,,,8
delhi,318000,honda,jazz,4.0,petrol,111917,manual,fwd,hatchback,,,,11
ghaziabad,568000,ford,ecosport,3.0,petrol,70007,automatic,fwd,suv,,,,8
noida,399000,hyundai,grand i10,4.0,petrol,25371,manual,fwd,hatchback,,,,8
delhi,206000,renault,kwid,3.0,petrol,53514,manual,fwd,hatchback,,,,10
ghaziabad,294000,honda,jazz,4.0,petrol,92454,automatic,fwd,hatchback,,,,11
delhi,478000,renault,duster,4.0,petrol,26087,manual,fwd,suv,,,,8
delhi,693000,hyundai,verna,4.0,petrol,33886,automatic,fwd,sedan,,,,8
delhi,562000,maruti suzuki,ciaz,4.0,petrol,49962,automatic,fwd,sedan,,,,9
delhi,610000,tata,tigor,3.0,petrol+cng,49298,manual,fwd,sedan,,,,3
delhi,456000,honda,br-v,4.0,petrol,118947,manual,fwd,suv,,,,10
delhi,430000,honda,wr-v,4.0,petrol,68130,manual,fwd,suv,,,,8
delhi,354000,maruti suzuki,swift,4.0,petrol,65653,manual,fwd,hatchback,,,,9
gurgaon,319000,tata,tigor,3.0,petrol,115880,manual,fwd,sedan,,,,9
noida,403000,maruti suzuki,baleno,4.0,petrol,64416,manual,fwd,hatchback,,,,9
gurgaon,336000,renault,kwid,3.0,petrol,30167,manual,fwd,hatchback,,,,6
gurgaon,1504758,mercedes-benz,c-class,4.0,petrol,27852,automatic,rwd,sedan,,,,11
ghaziabad,501000,maruti suzuki,swift,4.0,petrol,12345,manual,fwd,hatchback,,,,7
ghaziabad,288000,hyundai,eon,3.0,petrol,15305,manual,fwd,hatchback,,,,8
gurgaon,585000,tata,nexon,3.0,petrol,10305,manual,fwd,suv,,,,3
gurgaon,425000,nissan,magnite,3.0,petrol,52027,manual,fwd,suv,,,,4
gurgaon,2009758,bmw,5 series,4.0,petrol,17909,automatic,rwd,sedan,,,,10
faridabad,229000,maruti suzuki,celerio,3.0,petrol,72848,manual,fwd,hatchback,,,,13
noida,523000,hyundai,grand i10 nios,4.0,petrol,30406,automatic,fwd,hatchback,,,,6
gurgaon,1464358,jeep,compass,4.0,petrol,60511,automatic,fwd,suv,,,,4
gurgaon,426000,maruti suzuki,baleno,4.0,petrol,108170,automatic,fwd,hatchback,,,,9
gurgaon,640000,tata,nexon,3.0,petrol,69894,automatic,fwd,suv,,,,4
noida,563000,maruti suzuki,wagon r,4.0,petrol,26551,automatic,fwd,hatchback,,,,3
ghaziabad,742000,hyundai,venue,4.0,petrol,19677,manual,fwd,suv,,,,3
noida,1512883,kia,carens,4.0,petrol,5223,automatic,fwd,muv,,,,1
gurgaon,658000,maruti suzuki,swift,4.0,petrol,23042,automatic,fwd,hatchback,,,,3
delhi,1254278,kia,seltos,4.0,petrol,12203,automatic,fwd,suv,,,,6
delhi,777000,hyundai,exter,4.0,cng,20638,manual,fwd,suv,,,,2
ghaziabad,722000,honda,amaze,4.0,petrol,6835,automatic,fwd,sedan,,,,4
gurgaon,1605758,jaguar,xe,4.0,petrol,43070,automatic,rwd,sedan,,,,9
gurgaon,890000,audi,a4,,petrol,62200,automatic,fwd,sedan,,,,12
delhi,468000,hyundai,grand i10 nios,4.0,petrol,25469,manual,fwd,hatchback,,,,5
gurgaon,1028038,hyundai,verna,4.0,petrol,39387,manual,fwd,sedan,,,,3
noida,943000,hyundai,verna,4.0,petrol,42229,manual,fwd,sedan,,,,4
delhi,228000,renault,kwid,3.0,petrol,38686,manual,fwd,hatchback,,,,10
noida,546000,maruti suzuki,swift,4.0,petrol,22728,manual,fwd,hatchback,,,,2
gurgaon,3221758,audi,q3,4.0,petrol,33324,automatic,,suv,,,,3
ghaziabad,226000,maruti suzuki,alto 800,3.0,petrol,11616,manual,fwd,hatchback,,,,11
faridabad,1107873,hyundai,verna,4.0,petrol,11331,manual,fwd,sedan,,,,3
faridabad,438000,maruti suzuki,dzire,4.0,petrol,82171,manual,fwd,sedan,,,,8
noida,372000,maruti suzuki,alto 800,3.0,cng,9969,manual,fwd,hatchback,,,,4
ghaziabad,693000,hyundai,verna,4.0,petrol,69862,manual,fwd,sedan,,,,7
faridabad,714000,toyota,urban cruiser,4.0,petrol,59485,manual,fwd,suv,,,,4
ghaziabad,391000,maruti suzuki,swift,4.0,petrol,41554,manual,fwd,hatchback,,,,8
noida,325000,hyundai,grand i10,4.0,petrol,104224,manual,fwd,hatchback,,,,8
gurgaon,517000,nissan,magnite,3.0,petrol,18313,manual,fwd,suv,,,,2
noida,568000,maruti suzuki,baleno,4.0,petrol,34302,manual,fwd,hatchback,,,,6
delhi,346000,maruti suzuki,wagon r,3.0,petrol,14078,manual,fwd,hatchback,,,,9
ghaziabad,330000,hyundai,grand i10,4.0,petrol,92899,manual,fwd,hatchback,,,,9
noida,410000,maruti suzuki,celerio,3.0,cng,83465,manual,fwd,hatchback,,,,6
delhi,1145000,hyundai,alcazar,4.0,diesel,41460,manual,fwd,suv,,,,5
delhi,465000,volkswagen,polo,3.0,petrol,24381,manual,fwd,hatchback,,,,6
ghaziabad,260000,hyundai,eon,3.0,petrol,25050,manual,fwd,hatchback,,,,9
gurgaon,1241095,honda,civic,4.0,petrol,62166,automatic,fwd,sedan,,,,7
faridabad,205000,honda,brio,4.0,petrol,55597,manual,,hatchback,,,,14
gurgaon,1345194,volkswagen,virtus,3.0,petrol,32860,automatic,fwd,sedan,,,,3
delhi,287000,hyundai,grand i10,4.0,petrol,87614,manual,fwd,hatchback,,,,11
sonipat,485000,tata,punch,3.0,petrol,14308,manual,fwd,suv,,,,3
noida,321000,tata,tiago,3.0,petrol,73473,manual,fwd,hatchback,,,,9
ghaziabad,646000,toyota,corolla altis,4.0,petrol,111583,automatic,fwd,sedan,,,,10
delhi,389000,maruti suzuki,ignis,4.0,petrol,31412,manual,fwd,hatchback,,,,9
ghaziabad,282000,renault,kwid,3.0,petrol,25294,manual,fwd,hatchback,,,,7
delhi,378000,maruti suzuki,swift,4.0,petrol,46625,manual,fwd,hatchback,,,,9
gurgaon,1153000,skoda,slavia,4.0,petrol,67052,manual,fwd,sedan,,,,4
gurgaon,1045208,mahindra,xuv 3xo,3.0,petrol,37876,automatic,fwd,suv,,,,2
delhi,1083000,mg motors,hector plus,4.0,petrol,58138,automatic,fwd,suv,,,,5
delhi,583000,skoda,rapid,3.0,petrol,66670,manual,fwd,sedan,,,,5
ghaziabad,389000,honda,mobilio,4.0,petrol,75060,manual,fwd,muv,,,,11
delhi,462000,maruti suzuki,ciaz,4.0,petrol,36932,automatic,fwd,sedan,,,,10
karnal,407000,maruti suzuki,swift,4.0,petrol,39622,manual,fwd,hatchback,,,,8
gurgaon,1137118,maruti suzuki,xl6,4.0,petrol,21133,automatic,fwd,muv,,,,3
delhi,592000,renault,kiger,3.0,petrol,43354,automatic,fwd,suv,,,,5
faridabad,361000,hyundai,xcent,4.0,petrol,57020,manual,fwd,sedan,,,,8
delhi,331000,hyundai,grand i10,4.0,cng,102406,manual,fwd,hatchback,,,,10
noida,639000,ford,ecosport,3.0,petrol,49427,automatic,fwd,suv,,,,8
gurgaon,605000,hyundai,venue,3.0,petrol,39331,automatic,fwd,suv,,,,7
delhi,828000,mahindra,xuv 300,3.0,petrol,21195,manual,fwd,suv,,,,4
ghaziabad,579000,tata,tiago,3.0,petrol,28336,automatic,fwd,hatchback,,,,4
gurgaon,451000,volkswagen,vento,4.0,petrol,83061,automatic,fwd,sedan,,,,10
delhi,790000,toyota,urban cruiser,4.0,petrol,22091,manual,fwd,suv,,,,4
gurgaon,766000,hyundai,exter,4.0,cng,22433,manual,fwd,suv,,,,2
noida,645000,kia,sonet,3.0,petrol,85223,manual,fwd,suv,,,,5
noida,1234094,hyundai,verna,3.0,petrol,13824,automatic,fwd,sedan,,,,4
faridabad,436000,maruti suzuki,baleno,4.0,petrol,69849,automatic,fwd,hatchback,,,,9
noida,343000,honda,amaze,4.0,petrol,64876,manual,fwd,sedan,,,,10
noida,363000,hyundai,santro,4.0,petrol,36984,manual,fwd,hatchback,,,,6
gurgaon,455000,tata,tiago,3.0,petrol,31931,automatic,fwd,hatchback,,,,7
ghaziabad,410000,tata,tigor,3.0,petrol,37257,manual,fwd,sedan,,,,8
ghaziabad,348000,hyundai,grand i10,4.0,petrol,94364,manual,fwd,hatchback,,,,8
ghaziabad,337000,hyundai,santro,4.0,petrol,19243,manual,fwd,hatchback,,,,7
gurgaon,564000,maruti suzuki,baleno,4.0,petrol,32946,manual,fwd,hatchback,,,,4
gurgaon,481000,tata,tiago,3.0,petrol,57266,automatic,fwd,hatchback,,,,5
delhi,1183578,hyundai,creta,4.0,petrol,27351,manual,fwd,suv,,,,4
delhi,383000,maruti suzuki,dzire,4.0,petrol,105804,manual,fwd,sedan,,,,9
ghaziabad,458000,maruti suzuki,celerio,3.0,petrol,13903,manual,fwd,hatchback,,,,4
gurgaon,398000,maruti suzuki,dzire,4.0,petrol,69580,automatic,fwd,sedan,,,,8
ghaziabad,261000,maruti suzuki,wagon r,3.0,petrol,29467,manual,fwd,hatchback,,,,10
delhi,749000,maruti suzuki,s-cross,4.0,petrol,24942,manual,fwd,suv,,,,5
delhi,1033000,skoda,slavia,3.0,petrol,35347,automatic,fwd,sedan,,,,4
gurgaon,1971423,mahindra,xuv700,4.0,petrol,30651,automatic,fwd,suv,,,,3
delhi,464000,honda,amaze,4.0,petrol,22742,manual,fwd,sedan,,,,8
gurgaon,270000,datsun,redi-go,3.0,petrol,30905,manual,fwd,hatchback,,,,5
delhi,495000,renault,kiger,3.0,petrol,26101,manual,fwd,suv,,,,4
ghaziabad,403000,maruti suzuki,celerio,3.0,petrol,28082,manual,fwd,hatchback,,,,5
delhi,383000,hyundai,grand i10,4.0,petrol,27977,manual,fwd,hatchback,,,,8
ghaziabad,592000,maruti suzuki,swift,4.0,petrol,9665,manual,fwd,hatchback,,,,3
ghaziabad,392000,maruti suzuki,dzire,4.0,petrol,71115,manual,fwd,sedan,,,,7
gurgaon,1264000,skoda,slavia,4.0,petrol,49684,manual,fwd,sedan,,,,3
delhi,476000,maruti suzuki,ignis,4.0,petrol,21590,manual,fwd,hatchback,,,,4
delhi,450000,maruti suzuki,swift,4.0,petrol,55391,automatic,fwd,hatchback,,,,8
ghaziabad,490000,maruti suzuki,baleno,4.0,petrol,59635,manual,fwd,hatchback,,,,7
delhi,734000,hyundai,venue,3.0,petrol,26418,manual,fwd,suv,,,,4
delhi,376000,maruti suzuki,baleno,4.0,petrol,96286,manual,fwd,hatchback,,,,10
ghaziabad,633000,honda,amaze,4.0,petrol,32529,manual,fwd,sedan,,,,4
gurgaon,560000,tata,nexon,3.0,petrol,39864,manual,fwd,suv,,,,4
noida,396000,honda,amaze,,cng,83918,manual,fwd,sedan,,,,7
gurgaon,457000,maruti suzuki,baleno,4.0,petrol,60531,manual,fwd,hatchback,,,,7
sonipat,361000,maruti suzuki,alto 800,3.0,petrol,6284,manual,fwd,hatchback,,,,3
delhi,579000,maruti suzuki,ciaz,4.0,petrol,41395,manual,fwd,sedan,,,,6
sonipat,570000,tata,nexon,3.0,petrol,47634,manual,fwd,suv,,,,5
ghaziabad,300000,renault,kwid,3.0,petrol,41820,automatic,fwd,hatchback,,,,8
gurgaon,1368000,kia,carens,4.0,diesel,46209,automatic,fwd,muv,,,,4
noida,719000,hyundai,venue,4.0,petrol,25205,manual,fwd,suv,,,,4
noida,567000,maruti suzuki,ciaz,4.0,petrol,54264,automatic,fwd,sedan,,,,9
ghaziabad,453000,maruti suzuki,wagon r,3.0,cng,46995,manual,fwd,hatchback,,,,5
gurgaon,283000,maruti suzuki,wagon r 1.0,3.0,petrol,46779,automatic,fwd,hatchback,,,,10
ghaziabad,446000,maruti suzuki,ignis,4.0,petrol,53385,automatic,fwd,hatchback,,,,8
noida,489000,maruti suzuki,wagon r,3.0,cng,31283,manual,fwd,hatchback,,,,4
delhi,700000,toyota,yaris,4.0,petrol,25034,automatic,fwd,sedan,,,,7
delhi,404000,tata,tiago,3.0,petrol,28718,automatic,fwd,hatchback,,,,8
ghaziabad,252000,maruti suzuki,alto k10,3.0,petrol,35267,manual,fwd,hatchback,,,,9
faridabad,798000,maruti suzuki,baleno,4.0,petrol,20218,automatic,fwd,hatchback,,,,2
gurgaon,356000,renault,kwid,3.0,petrol,27952,automatic,fwd,hatchback,,,,7
gurgaon,284000,maruti suzuki,celerio,3.0,petrol,77581,automatic,fwd,hatchback,,,,10
noida,678000,maruti suzuki,dzire,4.0,petrol,11876,automatic,fwd,sedan,,,,3
gurgaon,361000,hyundai,grand i10,4.0,petrol,47842,manual,fwd,hatchback,,,,9
delhi,652000,tata,nexon,3.0,petrol,72857,automatic,fwd,suv,,,,5
karnal,306000,maruti suzuki,swift,4.0,petrol,77578,manual,fwd,hatchback,,,,11
delhi,330000,maruti suzuki,swift,4.0,petrol,39963,manual,fwd,hatchback,,,,10
delhi,961000,maruti suzuki,brezza,4.0,petrol,31926,automatic,fwd,suv,,,,2
ghaziabad,579000,tata,altroz,3.0,petrol,36188,manual,fwd,hatchback,,,,5
delhi,301000,ford,figo aspire,4.0,petrol,48180,manual,fwd,sedan,,,,10
gurgaon,459000,maruti suzuki,ignis,4.0,petrol,53192,manual,fwd,hatchback,,,,5
gurgaon,565000,hyundai,creta,4.0,petrol,79671,manual,fwd,suv,,,,10
gurgaon,517000,ford,freestyle,3.0,petrol,45519,manual,fwd,crossover,,,,5
gurgaon,354000,maruti suzuki,wagon r 1.0,3.0,cng,51545,manual,fwd,hatchback,,,,8
ghaziabad,940000,mg motors,hector,4.0,petrol,58037,automatic,,suv,,,,6
faridabad,357000,hyundai,verna,4.0,petrol,83367,automatic,fwd,sedan,,,,12
faridabad,306000,hyundai,elite i20,4.0,petrol,96827,manual,,hatchback,,,,12
delhi,765000,hyundai,creta,4.0,petrol,60359,manual,fwd,suv,,,,8
ghaziabad,508000,hyundai,elite i20,,cng,58019,manual,,hatchback,,,,7
gurgaon,468000,honda,city,4.0,petrol,118711,automatic,fwd,sedan,,,,10
gurgaon,889000,hyundai,venue,3.0,petrol,32027,automatic,fwd,suv,,,,4
ghaziabad,772000,hyundai,venue,4.0,petrol,23292,manual,fwd,suv,,,,3
delhi,394000,maruti suzuki,wagon r 1.0,3.0,petrol,6016,manual,fwd,hatchback,,,,6
noida,628000,hyundai,new i20,4.0,petrol,20377,manual,fwd,hatchback,,,,2
ghaziabad,428000,renault,triber,3.0,petrol,84677,manual,fwd,muv,,,,6
gurgaon,309000,datsun,redi-go,3.0,petrol,31018,automatic,fwd,hatchback,,,,6
noida,580000,hyundai,creta,4.0,petrol,78323,manual,fwd,suv,,,,10
ghaziabad,404000,honda,amaze,4.0,petrol,74263,manual,fwd,sedan,,,,6
noida,602000,maruti suzuki,ciaz,4.0,petrol,64274,manual,fwd,sedan,,,,7
noida,349000,maruti suzuki,swift,,cng,59541,manual,fwd,hatchback,,,,11
ghaziabad,503000,tata,punch,3.0,petrol,59851,manual,fwd,suv,,,,4
noida,558000,renault,kiger,3.0,petrol,33813,manual,fwd,suv,,,,4
delhi,483000,maruti suzuki,wagon r,3.0,cng,25377,manual,fwd,hatchback,,,,5
ghaziabad,589000,hyundai,i20,4.0,petrol,54799,automatic,fwd,hatchback,,,,6
delhi,1032000,toyota,camry,4.0,petrol,81184,automatic,fwd,sedan,,,,10
gurgaon,688000,tata,altroz,3.0,cng,26467,manual,fwd,hatchback,,,,3
ghaziabad,831000,hyundai,creta,,petrol,60153,automatic,fwd,suv,,,,7
ghaziabad,439000,maruti suzuki,baleno,4.0,petrol,53823,manual,fwd,hatchback,,,,9
ghaziabad,444000,maruti suzuki,ciaz,4.0,petrol,61536,manual,fwd,sedan,,,,9
noida,440000,honda,city,4.0,petrol,113052,manual,fwd,sedan,,,,10
delhi,274000,maruti suzuki,alto k10,3.0,petrol,21444,manual,fwd,hatchback,,,,9
