type,transmission,fuel,price,engine_cc,max_power,cylinders,seats,model,manufacturer,odometer,region,drive,age
sedan,manual,petrol,575000.0,1198.0,86.7,4.0,5.0,amaze,honda,17000,chennai,fwd,9
,manual,petrol,590000.0,1197.0,79.65,4.0,5.0,eeco,maruti,13000,chennai,,4
hatchback,manual,petrol,346000.0,998.0,67.05,3.0,5.0,alto k10,maruti,34772,chennai,fwd,11
hatchback,manual,petrol,382000.0,998.0,67.05,3.0,5.0,alto k10,maruti,18228,chennai,fwd,8
hatchback,manual,petrol,393000.0,998.0,67.05,3.0,5.0,alto k10,maruti,59145,chennai,fwd,11
sedan,manual,petrol,744000.0,1197.0,85.8,4.0,5.0,swift dzire,maruti,25671,chennai,fwd,6
hatchback,manual,petrol,409999.99999999994,1199.0,84.0,3.0,5.0,tiago,tata,49222,chennai,fwd,9
hatchback,manual,diesel,450000.0,1248.0,74.0,4.0,5.0,swift,maruti,66070,chennai,fwd,14
hatchback,manual,petrol,685000.0,998.0,67.05,3.0,5.0,celerio,maruti,4148,chennai,fwd,5
suv,manual,petrol,1200000.0,1462.0,101.65,4.0,5.0,brezza,maruti,5000,chennai,,3
hatchback,manual,petrol,409999.99999999994,1198.0,86.8,4.0,5.0,brio,honda,55590,chennai,fwd,11
sedan,automatic,petrol,675000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,15000,chennai,fwd,6
sedan,manual,petrol,405000.0,1497.0,116.3,4.0,5.0,city,honda,97320,chennai,fwd,14
hatchback,manual,petrol,310000.0,1198.0,86.8,4.0,5.0,brio,honda,79999,chennai,fwd,14
hatchback,manual,petrol,650000.0,1197.0,81.8,4.0,5.0,baleno,maruti,61155,chennai,fwd,10
hatchback,manual,petrol,715000.0,1197.0,81.8,4.0,5.0,baleno,maruti,27336,chennai,fwd,8
hatchback,manual,petrol,375000.0,998.0,67.05,3.0,5.0,wagon r,maruti,61372,chennai,fwd,9
sedan,manual,petrol,685000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,45067,chennai,fwd,8
hatchback,manual,petrol,678000.0,1197.0,81.8,4.0,5.0,baleno,maruti,35419,chennai,fwd,9
hatchback,manual,petrol,500000.0,1199.0,88.7,4.0,5.0,jazz,honda,37326,chennai,fwd,11
sedan,manual,petrol,509999.99999999994,1199.0,88.76,4.0,5.0,amaze,honda,39735,chennai,fwd,9
hatchback,automatic,petrol,400000.0,998.0,67.04,3.0,5.0,celerio,maruti,44000,chennai,fwd,10
hatchback,automatic,petrol,210000.0,1197.0,81.86,4.0,5.0,grand i10,hyundai,90420,chennai,fwd,17
hatchback,manual,petrol,145000.0,1086.0,68.05,4.0,5.0,i10,hyundai,60250,chennai,fwd,18
hatchback,manual,petrol,430000.0,1197.0,81.8,4.0,5.0,swift,maruti,89000,chennai,fwd,11
suv,manual,petrol,780000.0,1199.0,86.63,3.0,5.0,punch,tata,5000,chennai,,4
hatchback,manual,petrol,530000.0,1197.0,85.8,4.0,5.0,swift,maruti,83532,chennai,fwd,10
sedan,manual,petrol,700000.0,1497.0,117.6,4.0,5.0,city,honda,71210,chennai,fwd,12
suv,manual,diesel,760000.0,2523.0,62.1,4.0,7.0,bolero,mahindra,54000,chennai,rwd,8
hatchback,automatic,petrol,675000.0,1199.0,88.7,4.0,5.0,jazz,honda,26000,chennai,fwd,10
hatchback,manual,petrol,446000.0,796.0,47.33,3.0,5.0,alto 800,maruti,12900,chennai,,4
hatchback,manual,petrol,650000.0,1197.0,81.8,4.0,5.0,swift,maruti,29000,chennai,fwd,7
sedan,manual,diesel,200000.0,1493.0,110.0,4.0,5.0,verna,hyundai,132000,chennai,fwd,17
hatchback,manual,diesel,750000.0,1396.0,88.76,4.0,5.0,i20,hyundai,30000,chennai,fwd,7
suv,manual,diesel,1100000.0,1582.0,126.2,4.0,5.0,creta,hyundai,62500,chennai,fwd,8
hatchback,manual,petrol,495000.0,1197.0,81.83,4.0,5.0,i20,hyundai,87431,chennai,fwd,12
sedan,automatic,petrol,750000.0,1199.0,88.76,4.0,5.0,amaze,honda,40000,chennai,fwd,7
suv,manual,diesel,650000.0,1493.0,70.0,4.0,7.0,bolero power plus,mahindra,60000,chennai,rwd,9
suv,manual,diesel,1490000.0,1956.0,167.67,4.0,5.0,harrier,tata,52001,chennai,,7
hatchback,manual,petrol,425000.0,1198.0,86.8,4.0,5.0,brio,honda,42001,chennai,fwd,11
hatchback,manual,petrol,160000.0,796.0,46.3,3.0,5.0,alto,maruti,25000,chennai,fwd,18
sedan,automatic,petrol,710000.0,1497.0,117.3,4.0,5.0,city,honda,100000,chennai,fwd,11
sedan,automatic,petrol,830000.0000000001,1199.0,88.76,4.0,5.0,amaze,honda,28844,chennai,fwd,7
sedan,manual,petrol,650000.0,1199.0,88.76,4.0,5.0,amaze,honda,33379,chennai,fwd,8
sedan,manual,petrol,465000.00000000006,1497.0,118.0,4.0,5.0,city,honda,86189,chennai,fwd,13
suv,manual,diesel,750000.0,1498.0,98.6,4.0,5.0,wr-v,honda,41156,chennai,fwd,9
hatchback,manual,petrol,360000.0,796.0,47.3,3.0,5.0,alto 800,maruti,9395,chennai,fwd,7
hatchback,manual,petrol,9500000000.0,998.0,67.1,3.0,5.0,wagon r,maruti,86073,chennai,fwd,26
sedan,manual,petrol,515000.00000000006,1497.0,117.6,4.0,5.0,city,honda,114883,chennai,,11
hatchback,manual,petrol,185000.0,1086.0,,4.0,5.0,santro xing,hyundai,72110,chennai,,20
suv,manual,diesel,280000.0,2179.0,138.1,4.0,7.0,safari storme,tata,120000,chennai,fwd,14
hatchback,manual,diesel,120000.0,1405.0,48.21,4.0,5.0,indica ev2,tata,120000,chennai,fwd,15
hatchback,manual,petrol,525000.0,1197.0,81.86,4.0,5.0,grand i10,hyundai,71000,chennai,fwd,8
sedan,manual,petrol,165000.0,1298.0,,4.0,5.0,esteem,maruti,79000,chennai,,18
suv,manual,diesel,1150000.0,1497.0,115.05,4.0,5.0,xuv300,mahindra,60000,chennai,,6
hatchback,manual,petrol,200000.0,1086.0,68.05,4.0,5.0,i10,hyundai,80000,chennai,fwd,17
sedan,automatic,petrol,475000.0,1197.0,85.8,4.0,5.0,swift dzire,maruti,76952,chennai,fwd,10
hatchback,manual,diesel,325000.0,1248.0,73.94,4.0,5.0,ritz,maruti,70000,chennai,fwd,10
hatchback,manual,petrol,229000.0,1086.0,62.1,3.0,5.0,santro xing,hyundai,70000,chennai,fwd,13
suv,manual,diesel,1739000.0,1956.0,167.67,4.0,7.0,new safari,tata,15000,chennai,,5
suv,automatic,petrol,1000000.0,998.0,118.35,3.0,5.0,venue,hyundai,48000,chennai,fwd,6
hatchback,manual,petrol,470000.0,1197.0,81.86,4.0,5.0,grand i10,hyundai,67485,chennai,fwd,9
hatchback,manual,diesel,560000.0,1396.0,88.73,4.0,5.0,i20,hyundai,93400,chennai,fwd,10
hatchback,manual,petrol,330000.0,998.0,67.1,3.0,5.0,wagon r,maruti,38395,chennai,fwd,14
suv,automatic,diesel,1165000.0,1997.0,140.0,4.0,7.0,xuv500,mahindra,107000,pune,fwd,7
hatchback,manual,petrol,387000.0,1197.0,80.0,4.0,5.0,i20,hyundai,58134,pune,fwd,14
hatchback,manual,petrol,347000.0,1193.0,88.7,4.0,5.0,bolt,tata,22743,pune,fwd,11
hatchback,manual,petrol,561000.0,1199.0,88.7,4.0,5.0,jazz,honda,51616,pune,fwd,11
hatchback,manual,petrol,605000.0,1197.0,81.8,4.0,5.0,swift,maruti,36458,pune,fwd,8
hatchback,automatic,petrol,546000.0,1197.0,81.86,4.0,5.0,grand i10,hyundai,42961,pune,fwd,9
hatchback,manual,petrol,490000.00000000006,1197.0,81.83,4.0,5.0,i20,hyundai,67553,pune,fwd,11
suv,automatic,diesel,894999.9999999999,2199.0,194.3,4.0,7.0,santa fe,hyundai,90000,pune,4wd,12
hatchback,manual,petrol,710000.0,1197.0,81.83,4.0,5.0,i20,hyundai,21000,pune,fwd,7
suv,manual,diesel,740000.0,1598.0,118.0,4.0,5.0,sx4 s cross,maruti,42253,pune,fwd,10
hatchback,manual,petrol,236000.0,796.0,47.3,3.0,5.0,alto 800,maruti,30446,pune,fwd,14
hatchback,automatic,petrol,559000.0,1198.0,86.8,4.0,5.0,brio,honda,55850,pune,fwd,9
hatchback,manual,petrol,319000.0,1197.0,78.9,4.0,5.0,i10,hyundai,57670,pune,fwd,13
hatchback,manual,petrol,220000.00000000003,998.0,67.1,3.0,5.0,zen estilo,maruti,100000,pune,fwd,16
hatchback,manual,diesel,547000.0,1186.0,73.97,3.0,5.0,grand i10,hyundai,79427,pune,fwd,9
hatchback,manual,petrol,475000.0,998.0,67.05,3.0,5.0,celerio,maruti,36000,pune,fwd,9
suv,manual,diesel,1612000.0,1956.0,138.1,4.0,5.0,harrier,tata,20040,pune,fwd,7
hatchback,manual,petrol,388000.0,998.0,67.04,3.0,5.0,wagon r,maruti,52608,pune,fwd,11
hatchback,manual,petrol,158000.0,796.0,46.3,3.0,5.0,alto,maruti,80267,pune,fwd,15
suv,automatic,diesel,1219000.0,1497.0,115.0,4.0,5.0,xuv300,mahindra,53626,pune,fwd,7
hatchback,manual,petrol,653000.0,1197.0,81.8,4.0,5.0,swift,maruti,29971,pune,fwd,8
sedan,manual,petrol,1266000.0,1498.0,119.35,4.0,5.0,city,honda,19016,pune,,6
sedan,manual,petrol,721000.0,1497.0,117.3,4.0,5.0,city,honda,84885,pune,fwd,10
hatchback,automatic,petrol,492000.0,1197.0,82.0,4.0,5.0,grand i10,hyundai,48879,pune,fwd,12
hatchback,manual,petrol,9800000000.0,1086.0,,4.0,5.0,santro xing,hyundai,89000,pune,,22
hatchback,manual,petrol,515000.00000000006,1199.0,88.7,4.0,5.0,jazz,honda,39494,pune,fwd,8
hatchback,manual,petrol,549000.0,1197.0,81.86,4.0,5.0,i20 active,hyundai,78000,pune,fwd,11
sedan,manual,petrol,749000.0,1462.0,103.25,4.0,5.0,ciaz,maruti,48000,pune,fwd,9
sedan,manual,diesel,649000.0,1498.0,98.6,4.0,5.0,city,honda,87000,pune,fwd,11
hatchback,manual,petrol,9500000000.0,1086.0,62.1,3.0,5.0,santro xing,hyundai,110000,pune,fwd,18
hatchback,manual,diesel,300000.0,1396.0,90.0,4.0,5.0,i20,hyundai,120000,pune,,15
sedan,manual,diesel,415000.00000000006,1498.0,98.6,4.0,5.0,amaze,honda,60000,pune,fwd,13
suv,automatic,diesel,1420000.0,1582.0,126.2,4.0,5.0,creta,hyundai,33000,pune,fwd,8
hatchback,automatic,petrol,645000.0,1197.0,81.8,4.0,5.0,ignis,maruti,79476,pune,fwd,9
hatchback,automatic,petrol,890000.0,1197.0,86.8,4.0,5.0,i20,hyundai,38000,pune,,5
hatchback,manual,petrol,270000.0,1197.0,80.0,4.0,5.0,i20,hyundai,65123,pune,,16
hatchback,manual,petrol,150000.0,796.0,46.3,3.0,5.0,alto,maruti,67000,pune,fwd,16
sedan,manual,diesel,740000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,90000,pune,fwd,8
suv,manual,diesel,940000.0,1582.0,126.2,4.0,5.0,creta,hyundai,148000,pune,fwd,9
hatchback,manual,petrol,245000.00000000003,1298.0,88.2,4.0,5.0,swift,maruti,75000,pune,,17
suv,manual,petrol,997000.0000000001,1591.0,121.3,4.0,5.0,creta,hyundai,14000,pune,fwd,7
hatchback,manual,petrol,690000.0,1197.0,88.5,4.0,5.0,swift,maruti,35000,pune,,4
hatchback,automatic,petrol,880000.0000000001,1197.0,88.5,4.0,5.0,swift,maruti,5000,pune,,4
hatchback,automatic,petrol,750000.0,1197.0,81.8,4.0,5.0,baleno,maruti,15000,pune,fwd,7
sedan,manual,diesel,140000.0,1248.0,88.8,4.0,5.0,manza,tata,120000,pune,,16
suv,manual,diesel,525000.0,2179.0,115.0,4.0,5.0,scorpio,mahindra,136000,pune,2wd,14
suv,manual,diesel,1450000.0,2179.0,136.78,4.0,7.0,scorpio,mahindra,28366,pune,,5
suv,automatic,diesel,1050000.0,1582.0,126.2,4.0,5.0,creta,hyundai,46910,pune,fwd,10
sedan,manual,diesel,499000.0,1498.0,98.6,4.0,5.0,city,honda,120000,pune,fwd,12
hatchback,manual,diesel,110000.00000000001,1248.0,75.0,4.0,5.0,indica,tata,120000,pune,2 wd,17
hatchback,manual,petrol,529000.0,1197.0,81.83,4.0,5.0,i20,hyundai,52000,pimpri chinchwad,fwd,10
sedan,manual,diesel,1065000.0,1582.0,126.2,4.0,5.0,verna,hyundai,48000,pune,fwd,9
sedan,manual,petrol,450000.0,1193.0,88.7,4.0,5.0,zest,tata,29000,pune,fwd,10
hatchback,manual,petrol,560000.0,1197.0,81.86,4.0,5.0,grand i10,hyundai,19000,pune,fwd,7
sedan,automatic,petrol,260000.0,1497.0,118.0,4.0,5.0,city,honda,80000,pune,fwd,16
hatchback,manual,petrol,400000.0,1086.0,68.05,4.0,5.0,i10,hyundai,43400,pune,fwd,11
hatchback,manual,petrol,200000.0,796.0,47.3,3.0,5.0,alto 800,maruti,110000,pune,fwd,12
hatchback,automatic,petrol,465000.00000000006,998.0,67.0,3.0,5.0,wagon r,maruti,85000,pune,fwd,9
hatchback,manual,petrol,350000.0,1086.0,68.05,4.0,5.0,i10,hyundai,50000,pune,fwd,11
sedan,automatic,petrol,700000.0,1497.0,117.6,4.0,5.0,city,honda,86945,pune,fwd,9
sedan,manual,petrol,423000.00000000006,1198.0,86.7,4.0,5.0,amaze,honda,73494,pune,fwd,10
sedan,manual,diesel,1104000.0,1493.0,113.45,4.0,5.0,verna,hyundai,20091,pune,,5
sedan,manual,petrol,1100000.0,1497.0,113.18,4.0,5.0,verna,hyundai,3707,pune,,5
hatchback,manual,petrol,225000.0,1197.0,78.9,4.0,5.0,i10,hyundai,38935,pune,fwd,15
suv,manual,petrol,900000.0,1591.0,121.3,4.0,5.0,creta,hyundai,46686,pune,fwd,9
hatchback,manual,petrol,645000.0,998.0,100.5,3.0,5.0,baleno rs,maruti,22900,pune,fwd,9
suv,manual,diesel,600000.0,2179.0,140.0,4.0,7.0,xuv500,mahindra,90000,pune,fwd,11
sedan,manual,petrol,495000.0,1373.0,91.2,4.0,5.0,ciaz,maruti,74000,pune,fwd,12
sedan,manual,petrol,750000.0,1199.0,88.76,4.0,5.0,amaze,honda,2867,pune,fwd,5
sedan,automatic,petrol,475000.0,1198.0,86.7,4.0,5.0,amaze,honda,46067,pune,fwd,11
sedan,manual,petrol,268000.0,1197.0,85.8,4.0,5.0,swift dzire,maruti,68565,pune,2 wd,15
hatchback,automatic,petrol,700000.0,1197.0,83.1,4.0,5.0,baleno,maruti,12617,pune,fwd,8
hatchback,manual,petrol,110000.00000000001,1341.0,83.0,4.0,5.0,getz,hyundai,128707,pune,,22
sedan,manual,petrol,231999.99999999997,1497.0,118.0,4.0,5.0,city,honda,81543,pune,fwd,18
suv,manual,diesel,850000.0,1582.0,126.2,4.0,5.0,creta,hyundai,47934,pune,fwd,10
sedan,automatic,petrol,700000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,34244,pune,fwd,6
sedan,manual,petrol,500000.0,1373.0,91.1,4.0,5.0,ciaz,maruti,82886,pune,fwd,11
sedan,manual,petrol,600000.0,1197.0,83.14,4.0,5.0,swift dzire,maruti,26154,pune,fwd,9
suv,manual,petrol,1428000.0,1997.0,150.0,4.0,4.0,thar,mahindra,16458,pune,4x4,5
hatchback,manual,petrol,231000.0,1197.0,80.0,4.0,5.0,i20,hyundai,63400,pune,fwd,16
hatchback,manual,petrol,180000.0,1197.0,80.0,4.0,5.0,i20,hyundai,51591,pune,,17
sedan,automatic,petrol,277000.0,1497.0,118.0,4.0,5.0,city,honda,133878,pune,fwd,16
hatchback,manual,petrol,280000.0,796.0,47.3,3.0,5.0,alto 800,maruti,49585,pune,fwd,8
suv,automatic,petrol,950000.0,1199.0,118.36,3.0,5.0,nexon,tata,13161,pune,,5
suv,automatic,diesel,700000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,23013,pune,fwd,8
sedan,manual,petrol,600000.0,1497.0,117.3,4.0,5.0,city,honda,19434,pune,fwd,10
suv,automatic,diesel,1500000.0,1995.0,183.0,4.0,5.0,tucson,hyundai,124298,pune,2wd,10
sedan,manual,petrol,480000.0,1199.0,84.0,3.0,5.0,tigor,tata,35542,pune,fwd,9
hatchback,manual,diesel,416000.0,1498.0,98.6,4.0,5.0,jazz,honda,132349,pune,fwd,11
hatchback,automatic,petrol,300000.0,1197.0,80.0,4.0,5.0,i10,hyundai,65736,pune,,15
hatchback,manual,petrol,340000.0,998.0,67.04,3.0,5.0,wagon r stingray,maruti,32169,pune,fwd,10
hatchback,manual,petrol,400000.0,998.0,67.0,3.0,5.0,celerio x,maruti,80928,pune,fwd,8
suv,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,vitara brezza,maruti,107955,pune,fwd,9
hatchback,automatic,petrol,250000.0,1197.0,78.9,4.0,5.0,i10,hyundai,26379,pune,fwd,14
sedan,manual,petrol,350000.0,1197.0,82.0,4.0,5.0,xcent,hyundai,68496,pune,fwd ,12
hatchback,manual,petrol,300000.0,1197.0,80.0,4.0,5.0,i20,hyundai,107291,pune,fwd,15
hatchback,manual,petrol,501999.99999999994,1197.0,83.11,4.0,5.0,swift,maruti,14847,pune,fwd,9
sedan,manual,petrol,326000.0,1497.0,118.0,4.0,5.0,city,honda,87487,pune,fwd,15
suv,manual,petrol,600000.0,1199.0,88.7,4.0,5.0,wr-v,honda,19848,pune,fwd,9
hatchback,manual,petrol,475000.0,1197.0,81.83,4.0,5.0,i20,hyundai,87269,pune,fwd,11
hatchback,manual,petrol,225000.0,1086.0,68.05,4.0,5.0,i10,hyundai,15424,pune,fwd,14
hatchback,manual,petrol,231999.99999999997,814.0,55.2,3.0,5.0,eon,hyundai,9882,pune,fwd,13
hatchback,manual,petrol,600000.0,1197.0,83.1,4.0,5.0,baleno,maruti,24816,pune,fwd,8
suv,manual,petrol,1000000.0,1199.0,118.36,3.0,5.0,nexon,tata,15584,pune,,5
sedan,manual,petrol,445000.0,1591.0,121.3,4.0,5.0,verna,hyundai,28179,pune,fwd,13
hatchback,manual,petrol,123000.0,1172.0,65.0,4.0,5.0,indica,tata,61548,pune,2 wd,17
sedan,manual,petrol,535000.0,1497.0,117.3,4.0,5.0,city,honda,52932,pune,fwd,11
sedan,manual,diesel,100000.0,1396.0,69.0,4.0,5.0,indigo,tata,107837,pune,fwd,17
hatchback,manual,petrol,480000.0,1197.0,81.83,4.0,5.0,i20,hyundai,79033,pune,fwd,11
suv,manual,diesel,191000.0,1493.0,100.0,3.0,7.0,quanto,mahindra,71679,pune,rwd,14
hatchback,manual,diesel,280000.0,1396.0,90.0,4.0,5.0,i20,hyundai,119677,pune,,15
hatchback,manual,petrol,573000.0,1197.0,81.86,4.0,5.0,i20 active,hyundai,40000,pimpri chinchwad,fwd,9
sedan,manual,petrol,620000.0,1197.0,81.86,4.0,5.0,aura,hyundai,1530,pune,,5
hatchback,automatic,petrol,375000.0,998.0,67.04,3.0,5.0,celerio,maruti,21059,pune,fwd,10
sedan,manual,petrol,260000.0,1586.0,103.3,4.0,5.0,sx4,maruti,103567,pune,fwd,16
sedan,automatic,petrol,956000.0,1199.0,88.5,4.0,5.0,amaze,honda,10885,pune,,4
hatchback,manual,petrol,250000.0,998.0,67.04,3.0,5.0,wagon r,maruti,25545,pune,fwd,12
hatchback,manual,diesel,400000.0,1248.0,74.0,4.0,5.0,swift,maruti,126497,pune,fwd,11
hatchback,manual,petrol,195000.0,1197.0,78.9,4.0,5.0,i10,hyundai,52981,pune,fwd,17
sedan,manual,petrol,250000.0,1298.0,85.8,4.0,5.0,swift dzire,maruti,119398,pune,2 wd,16
hatchback,automatic,petrol,500000.0,998.0,67.04,3.0,5.0,celerio,maruti,5314,pune,fwd,10
hatchback,manual,petrol,220000.00000000003,1197.0,80.0,4.0,5.0,i20,hyundai,62132,pune,,17
sedan,automatic,petrol,800000.0,1497.0,117.3,4.0,5.0,city,honda,78982,pune,fwd,10
sedan,manual,petrol,252000.0,1298.0,85.8,4.0,5.0,swift dzire,maruti,44199,pune,2 wd,17
sedan,manual,petrol,231999.99999999997,1497.0,118.0,4.0,5.0,city,honda,103913,pune,fwd,17
hatchback,manual,petrol,459999.99999999994,1197.0,81.83,4.0,5.0,i20,hyundai,41864,pune,fwd,12
hatchback,manual,petrol,370000.0,796.0,47.33,3.0,5.0,alto 800,maruti,3290,pune,,5
hatchback,manual,petrol,728000.0,1199.0,84.88,3.0,5.0,altroz,tata,20257,pune,,5
hatchback,manual,petrol,170000.0,1298.0,88.2,4.0,5.0,swift,maruti,147373,pune,,17
sedan,manual,petrol,266000.0,1586.0,103.2,4.0,5.0,sx4,maruti,76043,pune,fwd,13
hatchback,manual,petrol,5500000000.0,624.0,35.0,2.0,4.0,nano,tata,51699,pune,rwd,15
hatchback,manual,petrol,580000.0,1197.0,81.86,4.0,5.0,i20,hyundai,61322,pune,fwd,7
hatchback,manual,petrol,200000.0,1197.0,80.0,4.0,5.0,i20,hyundai,61159,pune,,16
hatchback,automatic,petrol,179000.0,1197.0,80.0,4.0,5.0,i10,hyundai,105888,pune,,17
sedan,automatic,petrol,625000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,16642,pune,fwd,8
suv,automatic,petrol,819999.9999999999,1591.0,121.3,4.0,5.0,creta,hyundai,109845,pune,fwd,10
hatchback,manual,petrol,137000.0,1061.0,67.0,3.0,5.0,wagon r,maruti,93194,pune,fwd,18
sedan,manual,petrol,151000.0,1493.0,100.0,4.0,5.0,city,honda,59124,pune,,21
hatchback,manual,petrol,165000.0,1197.0,80.0,4.0,5.0,i20,hyundai,50661,pune,,17
suv,manual,diesel,700000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,61968,pune,fwd,8
hatchback,manual,petrol,487000.0,1197.0,81.8,4.0,5.0,swift,maruti,33193,pune,,11
suv,automatic,diesel,1800000.0,2184.0,130.0,4.0,4.0,thar,mahindra,2559,pune,4x4,5
sedan,manual,diesel,682000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,129659,pune,fwd,9
sedan,manual,petrol,635000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,50000,pune,fwd,10
suv,manual,petrol,825000.0,1591.0,121.3,4.0,5.0,creta,hyundai,66123,pune,fwd,10
hatchback,automatic,petrol,450000.0,998.0,67.04,3.0,5.0,celerio,maruti,18772,pune,fwd,7
hatchback,automatic,petrol,550000.0,1199.0,83.83,3.0,5.0,tiago,tata,22340,pune,fwd,7
hatchback,manual,petrol,325000.0,998.0,67.04,3.0,5.0,celerio,maruti,24192,pune,fwd,9
hatchback,manual,petrol,459999.99999999994,1197.0,81.86,4.0,5.0,grand i10,hyundai,14117,pune,fwd,9
suv,automatic,petrol,850000.0,1198.0,108.5,3.0,5.0,nexon,tata,41103,pune,fwd,8
sedan,manual,petrol,250000.0,1497.0,118.0,4.0,5.0,city,honda,191931,pune,fwd,16
hatchback,manual,petrol,484999.99999999994,1197.0,81.8,4.0,5.0,ignis,maruti,13519,pune,fwd,6
suv,manual,petrol,600000.0,1199.0,86.63,3.0,5.0,punch,tata,9505,pune,,4
sedan,manual,petrol,475000.0,1497.0,117.3,4.0,5.0,city,honda,32191,pune,fwd,11
sedan,manual,petrol,600000.0,1197.0,81.8,4.0,5.0,swift dzire,maruti,30648,pune,fwd,8
suv,manual,diesel,482000.0,2179.0,120.0,4.0,7.0,scorpio,mahindra,142418,pune,2 wd,14
hatchback,manual,petrol,6759600000.0,993.0,60.0,4.0,5.0,zen,maruti,145226,pune,,26
sedan,automatic,petrol,850000.0,1497.0,117.6,4.0,5.0,city,honda,28419,pune,fwd,9
suv,manual,diesel,540000.0,1248.0,88.5,4.0,5.0,sx4 s cross,maruti,63008,pune,fwd,11
hatchback,manual,petrol,420000.0,1197.0,81.83,4.0,5.0,i20,hyundai,78104,pune,fwd,11
hatchback,manual,diesel,650000.0,1396.0,88.73,4.0,5.0,i20,hyundai,83240,pune,fwd,9
hatchback,manual,petrol,525000.0,998.0,67.05,3.0,5.0,celerio,maruti,53116,pune,fwd,8
sedan,manual,diesel,650000.0,1248.0,88.5,4.0,5.0,ciaz,maruti,103519,pune,fwd,11
suv,manual,diesel,1025000.0,1396.0,88.76,4.0,5.0,venue,hyundai,89851,pune,fwd,7
hatchback,manual,petrol,148000.0,1086.0,62.1,3.0,5.0,santro xing,hyundai,66882,pune,fwd,16
hatchback,manual,petrol,5800000000.0,624.0,35.0,2.0,4.0,nano,tata,18141,pune,rwd,16
hatchback,manual,diesel,102000.0,1396.0,69.0,4.0,5.0,indica ev2,tata,176198,pune,fwd,15
hatchback,automatic,petrol,1125000.0,998.0,118.36,3.0,5.0,i20,hyundai,12542,pune,,5
suv,automatic,petrol,1315000.0,1591.0,121.3,4.0,5.0,creta,hyundai,21930,pune,fwd,8
suv,manual,petrol,800000.0,1198.0,108.5,3.0,5.0,nexon,tata,18443,pune,fwd,6
hatchback,manual,petrol,465000.00000000006,1197.0,81.8,4.0,5.0,wagon r,maruti,44363,pune,fwd,10
sedan,manual,diesel,660000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,38000,pune,fwd,9
hatchback,manual,petrol,240000.0,998.0,65.71,3.0,5.0,wagon r,maruti,75000,pune,,15
hatchback,manual,petrol,700000.0,1197.0,81.8,4.0,5.0,baleno,maruti,37884,pune,fwd,6
hatchback,manual,diesel,330000.0,1248.0,74.0,4.0,5.0,swift,maruti,160535,pune,fwd,13
hatchback,manual,petrol,275000.0,1197.0,85.8,4.0,5.0,ritz,maruti,90000,pune,fwd,15
suv,manual,petrol,350000.0,1198.0,82.0,3.0,5.0,kuv 100,mahindra,18548,pune,fwd,11
hatchback,manual,petrol,476000.0,1197.0,83.1,4.0,5.0,baleno,maruti,60515,pune,fwd,11
sedan,manual,petrol,550000.0,1497.0,117.3,4.0,5.0,city,honda,46564,pune,fwd,10
sedan,manual,diesel,476999.99999999994,1248.0,74.0,4.0,5.0,swift dzire,maruti,76471,pune,fwd,13
suv,manual,diesel,790000.0,2179.0,120.0,4.0,9.0,scorpio,mahindra,69972,pune,rwd,11
sedan,manual,diesel,185000.0,1248.0,73.9,4.0,5.0,swift dzire,maruti,94735,pune,2 wd,17
suv,manual,diesel,500000.0,2179.0,140.0,4.0,7.0,xuv500,mahindra,83235,pune,awd,13
sedan,manual,petrol,450000.0,1197.0,85.8,4.0,5.0,swift dzire,maruti,17491,pune,fwd,12
sedan,manual,petrol,425000.0,1497.0,116.3,4.0,5.0,city,honda,29126,pune,fwd,13
hatchback,manual,petrol,550000.0,1197.0,81.83,4.0,5.0,i20,hyundai,44785,pune,fwd,11
hatchback,manual,petrol,150000.0,796.0,47.3,3.0,5.0,alto 800,maruti,61185,pune,fwd,12
sedan,manual,diesel,750000.0,1248.0,74.02,4.0,5.0,swift dzire,maruti,109620,pune,fwd,9
suv,manual,diesel,648000.0,2179.0,140.0,4.0,7.0,xuv500,mahindra,141963,pune,awd,12
sedan,automatic,petrol,509999.99999999994,1497.0,117.3,4.0,5.0,city,honda,32253,pune,fwd,10
hatchback,manual,petrol,100000.0,998.0,66.1,3.0,5.0,a-star,maruti,115871,pune,fwd,16
sedan,automatic,petrol,195000.0,1586.0,103.3,4.0,5.0,sx4,maruti,89117,pune,fwd,15
hatchback,manual,petrol,243000.00000000003,1197.0,82.85,4.0,5.0,i20,hyundai,134126,pune,fwd,15
hatchback,manual,diesel,265000.0,793.0,47.0,2.0,5.0,celerio,maruti,94401,pune,fwd,11
suv,automatic,diesel,1475000.0,1995.0,182.46,4.0,5.0,tucson,hyundai,96000,pune,2wd,9
