type,transmission,fuel,price,engine_cc,max_power,cylinders,seats,model,manufacturer,odometer,region,drive,age
suv,manual,diesel,969000.0,1461.0,108.5,4.0,5.0,kicks,nissan,30000,jhansi,2wd,6
suv,manual,diesel,1200000.0,1461.0,108.5,4.0,5.0,kicks,nissan,70000,rajkot,fwd,6
suv,manual,diesel,285000.0,1461.0,83.8,4.0,5.0,terrano,nissan,70000,new delhi,fwd,12
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,149000,kachchh,fwd,12
suv,manual,diesel,450000.0,1461.0,108.5,4.0,5.0,terrano,nissan,100000,jalandhar,fwd,12
hatchback,manual,petrol,195000.0,1198.0,75.0,3.0,5.0,micra,nissan,70000,nashik,fwd,15
suv,manual,petrol,650000.0,999.0,71.02,3.0,5.0,magnite,nissan,10201,bangalore,,5
sedan,manual,petrol,175000.0,1498.0,97.7,4.0,5.0,sunny,nissan,42914,pune,fwd,15
sedan,manual,petrol,350000.0,1498.0,97.6,4.0,5.0,sunny,nissan,100000,vijayawada,fwd,10
suv,manual,petrol,685000.0,999.0,71.02,3.0,5.0,magnite,nissan,6670,kalyan,,4
hatchback,manual,diesel,330000.0,1461.0,63.1,4.0,5.0,micra,nissan,90000,tiruppur,fwd,14
hatchback,manual,petrol,220000.00000000003,1198.0,75.0,3.0,5.0,micra,nissan,35000,pune,fwd,14
sedan,manual,diesel,600000.0,1461.0,84.8,4.0,5.0,sunny,nissan,80000,pune,fwd,14
sedan,manual,petrol,300000.0,1498.0,97.7,4.0,5.0,sunny,nissan,80000,kanpur,fwd,14
sedan,manual,petrol,250000.0,1498.0,97.7,4.0,5.0,sunny,nissan,50000,mumbai,fwd,14
suv,manual,diesel,525000.0,1461.0,83.14,4.0,5.0,terrano,nissan,80000,haridwar,fwd,9
hatchback,automatic,petrol,273000.0,1198.0,76.0,3.0,5.0,micra,nissan,80000,rajkot,fwd,9
suv,manual,petrol,625000.0,999.0,71.02,3.0,5.0,magnite,nissan,6500,bahadurgarh,,5
suv,manual,petrol,800000.0,999.0,98.63,3.0,5.0,magnite,nissan,13500,haldwani,,4
suv,manual,diesel,400000.0,1461.0,108.5,4.0,5.0,terrano,nissan,70000,greater noida,fwd,12
suv,manual,petrol,650000.0,999.0,71.02,3.0,5.0,magnite,nissan,3011,new delhi,,4
hatchback,manual,diesel,330000.0,1461.0,63.1,4.0,5.0,micra,nissan,80000,hyderabad,fwd,13
sedan,manual,petrol,180000.0,1498.0,97.7,4.0,5.0,sunny,nissan,30000,azamgarh,fwd,14
suv,manual,diesel,400000.0,1461.0,108.5,4.0,5.0,terrano,nissan,110000,bathinda,fwd,13
suv,manual,petrol,1250000.0,1330.0,153.87,4.0,5.0,kicks,nissan,31300,hyderabad,fwd,6
suv,manual,diesel,500000.0,1461.0,83.8,4.0,5.0,terrano,nissan,110000,ahmednagar,fwd,11
suv,manual,diesel,650000.0,1461.0,83.8,4.0,5.0,terrano,nissan,50000,pune,fwd,10
suv,manual,petrol,665000.0,999.0,71.02,3.0,5.0,magnite,nissan,25000,faridabad,,5
sedan,manual,diesel,180000.0,1461.0,84.8,4.0,5.0,sunny,nissan,110000,rudrapur,fwd,12
sedan,manual,petrol,180000.0,1498.0,97.7,4.0,5.0,sunny,nissan,110000,rudrapur,fwd,13
hatchback,manual,diesel,280000.0,1461.0,63.1,4.0,5.0,micra,nissan,110000,dausa,two whhel drive,14
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,136000,gandhidham,fwd,12
sedan,manual,petrol,229999.99999999997,1498.0,97.7,4.0,5.0,sunny,nissan,85000,nagaur,fwd,14
hatchback,manual,petrol,190000.0,1198.0,75.0,3.0,5.0,micra,nissan,50000,rajkot,fwd,14
hatchback,manual,petrol,400000.0,1198.0,67.04,3.0,5.0,micra active,nissan,42000,coimbatore,fwd,8
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,150000,muzaffarnagar,fwd,11
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,70000,gorakhpur,fwd,12
hatchback,automatic,petrol,475000.0,1198.0,75.94,3.0,5.0,micra,nissan,30000,indore,fwd,7
suv,manual,petrol,450000.0,1598.0,102.5,4.0,5.0,terrano,nissan,90000,ahmednagar,fwd,10
sedan,manual,diesel,350000.0,1461.0,84.8,4.0,5.0,sunny,nissan,80000,tiruchirappalli,fwd,11
sedan,manual,diesel,350000.0,1461.0,84.8,4.0,5.0,sunny,nissan,84000,kanpur,fwd,14
suv,manual,diesel,310000.0,1461.0,83.8,4.0,5.0,terrano,nissan,90000,panipat,fwd,11
suv,manual,diesel,400000.0,1461.0,108.5,4.0,5.0,terrano,nissan,174000,navi mumbai,fwd,11
suv,manual,diesel,490000.00000000006,1461.0,108.5,4.0,5.0,terrano,nissan,50000,patna,fwd,11
sedan,manual,petrol,229999.99999999997,1498.0,97.7,4.0,5.0,sunny,nissan,120000,hisar,fwd,14
suv,manual,petrol,600000.0,999.0,71.02,3.0,5.0,magnite,nissan,1200,siwan,,4
suv,manual,diesel,400000.0,1461.0,108.5,4.0,5.0,terrano,nissan,120000,new delhi,fwd,13
suv,manual,petrol,420000.0,1598.0,102.5,4.0,5.0,terrano,nissan,79554,gurgaon,fwd,10
hatchback,automatic,petrol,350000.0,1198.0,75.94,3.0,5.0,micra,nissan,40000,pondicherry,fwd,9
suv,manual,petrol,425000.0,1598.0,102.5,4.0,5.0,terrano,nissan,67000,mumbai,fwd,11
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,110000,jodhpur,fwd,12
suv,manual,diesel,760000.0,1461.0,108.5,4.0,5.0,terrano,nissan,70000,guwahati,fwd,9
suv,manual,diesel,360000.0,1461.0,108.5,4.0,5.0,terrano,nissan,80000,patan,fwd,13
hatchback,manual,diesel,325000.0,1461.0,63.1,4.0,5.0,micra,nissan,141000,madurai,two whhel drive,14
suv,manual,diesel,375000.0,1461.0,83.8,4.0,5.0,terrano,nissan,70000,bareilly,fwd,12
suv,manual,diesel,700000.0,1461.0,108.5,4.0,5.0,terrano,nissan,110000,hisar,fwd,12
sedan,manual,diesel,271000.0,1461.0,84.8,4.0,5.0,sunny,nissan,160000,karnal,fwd,13
suv,automatic,petrol,950000.0,999.0,98.63,3.0,5.0,magnite,nissan,4250,jammu,,5
sedan,manual,diesel,250000.0,1461.0,84.8,4.0,5.0,sunny,nissan,110000,jodhpur,fwd,14
hatchback,manual,petrol,360000.0,1198.0,75.0,3.0,5.0,micra,nissan,50000,coimbatore,fwd,13
hatchback,manual,petrol,484999.99999999994,1198.0,67.04,3.0,5.0,micra active,nissan,10000,kanpur,fwd,9
sedan,manual,diesel,180000.0,1461.0,84.8,4.0,5.0,sunny,nissan,90000,ghaziabad,fwd,13
sedan,manual,diesel,400000.0,1461.0,84.8,4.0,5.0,sunny,nissan,80000,bareilly,fwd,14
hatchback,manual,diesel,250000.0,1461.0,63.1,4.0,5.0,micra,nissan,80000,azamgarh,fwd,14
sedan,manual,petrol,175000.0,1498.0,97.7,4.0,5.0,sunny,nissan,120000,hisar,fwd,15
suv,manual,petrol,775000.0,1598.0,102.5,4.0,5.0,terrano,nissan,46000,hyderabad,fwd,9
suv,manual,petrol,750000.0,999.0,71.02,3.0,5.0,magnite,nissan,20000,bareilly,,5
sedan,manual,diesel,450000.0,1461.0,84.8,4.0,5.0,sunny,nissan,60000,mysore,fwd,14
suv,manual,diesel,350000.0,1461.0,108.5,4.0,5.0,terrano,nissan,82630,pune,fwd,12
sedan,manual,petrol,300000.0,1498.0,97.7,4.0,5.0,sunny,nissan,120000,ranga reddy,fwd,14
sedan,manual,petrol,250000.0,1498.0,97.7,4.0,5.0,sunny,nissan,90000,bhubaneswar,fwd,14
hatchback,manual,diesel,250000.0,1461.0,63.1,4.0,5.0,micra,nissan,50000,chennai,two whhel drive,14
suv,manual,diesel,420000.0,1461.0,83.8,4.0,5.0,terrano,nissan,110000,chandigarh,fwd,12
suv,manual,diesel,310000.0,1461.0,83.8,4.0,5.0,terrano,nissan,70000,haridwar,fwd,12
suv,manual,diesel,345000.0,1461.0,108.5,4.0,5.0,terrano,nissan,110000,bathinda,fwd,13
suv,manual,petrol,640000.0,999.0,71.02,3.0,5.0,magnite,nissan,10000,new delhi,,4
sedan,manual,diesel,200000.0,1461.0,84.8,4.0,5.0,sunny,nissan,120000,kurukshetra,fwd,13
suv,manual,diesel,170000.0,2184.0,136.0,4.0,5.0,x-trail,nissan,110000,kanpur,4wd,20
suv,manual,petrol,550000.0,1598.0,102.5,4.0,5.0,terrano,nissan,165000,betul,fwd,11
sedan,manual,diesel,298000.0,1461.0,84.8,4.0,5.0,sunny,nissan,2548,hyderabad,fwd,14
sedan,manual,diesel,425000.0,1461.0,84.8,4.0,5.0,sunny,nissan,55000,rajkot,fwd,8
suv,manual,petrol,650000.0,999.0,71.02,3.0,5.0,magnite,nissan,12996,gurgaon,,5
hatchback,automatic,petrol,350000.0,1198.0,76.0,3.0,5.0,micra,nissan,27016,bangalore,fwd,11
suv,manual,petrol,630000.0,999.0,71.02,3.0,5.0,magnite,nissan,15000,new delhi,,5
hatchback,manual,petrol,250000.0,1198.0,67.04,3.0,5.0,micra active,nissan,80000,rajkot,fwd,10
suv,manual,petrol,725000.0,999.0,71.02,3.0,5.0,magnite,nissan,15000,ajmer,,5
hatchback,manual,diesel,200000.0,1461.0,63.1,4.0,5.0,micra,nissan,100000,ajmer,two whhel drive,15
hatchback,automatic,petrol,220000.00000000003,1198.0,76.0,3.0,5.0,micra,nissan,70000,alwar,fwd,11
hatchback,automatic,petrol,350000.0,1198.0,76.0,3.0,5.0,micra,nissan,53000,mumbai,fwd,12
suv,manual,diesel,425000.0,1461.0,83.8,4.0,5.0,terrano,nissan,100000,bhopal,fwd,13
suv,manual,petrol,640000.0,999.0,71.02,3.0,5.0,magnite,nissan,46000,ludhiana,,5
suv,manual,petrol,850000.0,999.0,71.02,3.0,5.0,magnite,nissan,15000,aurangabad,,5
hatchback,manual,petrol,260000.0,1198.0,75.0,3.0,5.0,micra,nissan,60000,visakhapatnam,fwd,16
hatchback,manual,petrol,375000.0,1198.0,67.04,3.0,5.0,micra active,nissan,64000,bangalore,fwd,11
hatchback,manual,diesel,200000.0,1461.0,63.1,4.0,5.0,micra,nissan,108728,chandigarh,fwd,13
sedan,manual,diesel,415000.00000000006,1461.0,84.8,4.0,5.0,sunny,nissan,65000,new delhi,fwd,10
hatchback,manual,petrol,325000.0,1198.0,67.04,3.0,5.0,micra active,nissan,33000,gurgaon,fwd,13
suv,manual,diesel,465000.00000000006,1461.0,108.5,4.0,5.0,terrano,nissan,63000,bangalore,fwd,11
suv,manual,petrol,424000.0,1598.0,102.5,4.0,5.0,terrano,nissan,83820,noida,fwd,11
suv,manual,petrol,681000.0,999.0,71.02,3.0,5.0,magnite,nissan,4576,pune,,5
suv,manual,diesel,480000.0,1461.0,83.8,4.0,5.0,terrano,nissan,82000,bangalore,fwd,11
suv,manual,petrol,650000.0,999.0,71.02,3.0,5.0,magnite,nissan,2474,dehradun,,5
hatchback,manual,petrol,400000.0,1198.0,67.04,3.0,5.0,micra active,nissan,68000,hyderabad,fwd,10
sedan,manual,diesel,311000.0,1461.0,84.8,4.0,5.0,sunny,nissan,133818,jaipur,fwd,13
hatchback,manual,petrol,340000.0,1198.0,67.04,3.0,5.0,micra active,nissan,87147,bangalore,fwd,13
hatchback,manual,petrol,310000.0,1198.0,67.04,3.0,5.0,micra active,nissan,35075,bangalore,fwd,13
hatchback,manual,petrol,377000.0,1198.0,67.04,3.0,5.0,micra active,nissan,55576,bangalore,fwd,10
suv,manual,diesel,600000.0,1461.0,83.8,4.0,5.0,terrano,nissan,84960,hyderabad,fwd,10
sedan,automatic,petrol,625000.0,1498.0,99.6,4.0,5.0,sunny,nissan,75000,ghaziabad,fwd,9
hatchback,manual,petrol,225000.0,1198.0,67.04,3.0,5.0,micra active,nissan,47940,ghaziabad,fwd,13
hatchback,manual,petrol,280000.0,1198.0,75.0,3.0,5.0,micra,nissan,83999,chennai,fwd,11
sedan,manual,petrol,250000.0,1498.0,97.7,4.0,5.0,sunny,nissan,39169,kolkata,fwd,13
hatchback,manual,petrol,193000.0,1198.0,75.0,3.0,5.0,micra,nissan,69492,kolkata,fwd,14
suv,manual,diesel,1000000.0,1461.0,108.0,4.0,5.0,kicks,nissan,31255,hyderabad,fwd,7
suv,manual,diesel,700000.0,1461.0,108.6,4.0,5.0,terrano,nissan,41350,pune,fwd,9
sedan,manual,diesel,318000.0,1461.0,84.8,4.0,5.0,sunny,nissan,87085,surat,fwd,14
suv,manual,petrol,657000.0,999.0,71.02,3.0,5.0,magnite,nissan,16354,chennai,,6
hatchback,manual,petrol,438999.99999999994,1198.0,67.04,3.0,5.0,micra active,nissan,24935,chennai,fwd,9
hatchback,manual,diesel,245000.00000000003,1461.0,63.1,4.0,5.0,micra,nissan,83000,hyderabad,two whhel drive,15
hatchback,manual,petrol,240000.0,1198.0,75.0,3.0,5.0,micra,nissan,63560,pune,fwd,15
hatchback,automatic,petrol,433000.0,1198.0,76.0,3.0,5.0,micra,nissan,43499,kochi,fwd,13
hatchback,automatic,petrol,445000.0,1198.0,76.0,3.0,5.0,micra,nissan,27390,mumbai,fwd,10
suv,manual,diesel,725000.0,1461.0,108.5,4.0,5.0,terrano,nissan,70000,mumbai,fwd,11
suv,manual,diesel,411000.00000000006,1461.0,83.8,4.0,5.0,terrano,nissan,74788,gurgaon,fwd,12
suv,manual,petrol,759000.0,999.0,98.63,3.0,5.0,magnite,nissan,13245,hyderabad,,5
hatchback,automatic,petrol,549000.0,1198.0,76.0,3.0,5.0,micra,nissan,35095,mumbai,fwd,8
sedan,manual,petrol,310000.0,1498.0,97.7,4.0,5.0,sunny,nissan,42524,surat,fwd,15
sedan,manual,diesel,340000.0,1461.0,84.8,4.0,5.0,sunny,nissan,96696,gurgaon,fwd,9
suv,manual,diesel,500000.0,1461.0,108.5,4.0,5.0,terrano,nissan,85991,pune,fwd,11
hatchback,manual,petrol,200000.0,1198.0,75.0,3.0,5.0,micra,nissan,85917,new delhi,fwd,16
suv,automatic,petrol,850000.0,999.0,98.63,3.0,5.0,magnite,nissan,27444,surat,,5
sedan,automatic,petrol,479000.0,1498.0,99.6,4.0,5.0,sunny,nissan,45042,noida,fwd,10
suv,manual,petrol,472000.0,1598.0,102.5,4.0,5.0,terrano,nissan,68000,new delhi,fwd,12
sedan,manual,petrol,184000.0,1498.0,97.7,4.0,5.0,sunny,nissan,170724,noida,fwd,14
suv,manual,diesel,501000.0,1461.0,83.8,4.0,5.0,terrano,nissan,85915,mumbai,fwd,11
hatchback,automatic,petrol,594000.0,1198.0,75.94,3.0,5.0,micra,nissan,28578,chennai,fwd,8
hatchback,automatic,petrol,499000.0,1198.0,75.94,3.0,5.0,micra,nissan,35400,hyderabad,fwd,9
suv,manual,diesel,524000.0,1461.0,83.8,4.0,5.0,terrano,nissan,111031,hyderabad,fwd,11
hatchback,manual,petrol,279000.0,1198.0,67.04,3.0,5.0,micra active,nissan,59445,ahmedabad,fwd,12
suv,manual,diesel,429000.0,1461.0,108.5,4.0,5.0,terrano,nissan,60000,new delhi,fwd,12
hatchback,manual,diesel,161000.0,1461.0,63.1,4.0,5.0,micra,nissan,111442,dehradun,two whhel drive,14
hatchback,manual,diesel,250000.0,1461.0,63.1,4.0,5.0,micra,nissan,93321,hyderabad,two whhel drive,15
suv,manual,diesel,575000.0,1461.0,108.5,4.0,5.0,terrano,nissan,135000,chennai,fwd,12
hatchback,automatic,petrol,408000.0,1198.0,76.0,3.0,5.0,micra,nissan,60781,bangalore,fwd,13
hatchback,manual,diesel,300000.0,1461.0,63.1,4.0,5.0,micra,nissan,110373,lucknow,fwd,14
suv,manual,petrol,884000.0,999.0,71.02,3.0,5.0,magnite,nissan,2963,new delhi,,4
suv,manual,diesel,639000.0,1461.0,83.8,4.0,5.0,terrano,nissan,76430,bangalore,fwd,13
hatchback,manual,petrol,430000.0,1198.0,67.04,3.0,5.0,micra active,nissan,39556,new delhi,fwd,9
hatchback,manual,diesel,150000.0,1461.0,63.1,4.0,5.0,micra,nissan,61709,new delhi,fwd,13
suv,manual,diesel,842000.0,1461.0,108.5,4.0,5.0,kicks,nissan,61377,noida,2wd,7
suv,manual,petrol,900000.0,999.0,71.02,3.0,5.0,magnite,nissan,4098,hyderabad,,4
hatchback,manual,petrol,200999.99999999997,1198.0,75.0,3.0,5.0,micra,nissan,75737,pune,fwd,16
hatchback,manual,diesel,180000.0,1461.0,63.1,4.0,5.0,micra,nissan,260669,gurgaon,fwd,13
hatchback,manual,petrol,434999.99999999994,1198.0,67.04,3.0,5.0,micra active,nissan,30989,chennai,fwd,10
sedan,manual,petrol,269000.0,1498.0,97.7,4.0,5.0,sunny,nissan,58632,vadodara,fwd,14
suv,manual,diesel,374000.0,1461.0,108.5,4.0,5.0,terrano,nissan,107455,noida,fwd,12
hatchback,manual,diesel,275000.0,1461.0,63.1,4.0,5.0,micra,nissan,147658,surat,two whhel drive,14
hatchback,manual,petrol,280000.0,1198.0,67.04,3.0,5.0,micra active,nissan,81312,new delhi,fwd,10
suv,manual,diesel,450000.0,1461.0,83.8,4.0,5.0,terrano,nissan,100144,surat,fwd,12
suv,manual,petrol,700000.0,1598.0,102.5,4.0,5.0,terrano,nissan,24117,bangalore,fwd,10
hatchback,manual,petrol,250000.0,1198.0,75.0,3.0,5.0,micra,nissan,55383,bangalore,fwd,14
suv,manual,diesel,250000.0,1461.0,83.8,4.0,5.0,terrano,nissan,96080,lucknow,fwd,11
sedan,manual,petrol,165000.0,1498.0,97.7,4.0,5.0,sunny,nissan,43076,new delhi,fwd,14
sedan,manual,petrol,315000.0,1498.0,97.6,4.0,5.0,sunny,nissan,58000,mumbai,fwd,12
suv,automatic,diesel,900000.0,1461.0,108.5,4.0,5.0,terrano,nissan,56686,bangalore,fwd,9
hatchback,manual,petrol,200000.0,1198.0,67.04,3.0,5.0,micra active,nissan,208331,jaipur,fwd,13
suv,manual,petrol,550000.0,1598.0,102.5,4.0,5.0,terrano,nissan,60180,bangalore,fwd,10
suv,manual,diesel,450000.0,1461.0,83.8,4.0,5.0,terrano,nissan,82777,chennai,fwd,12
suv,manual,diesel,325000.0,1461.0,83.8,4.0,5.0,terrano,nissan,60706,new delhi,fwd,13
suv,manual,diesel,655000.0,1461.0,83.8,4.0,5.0,terrano,nissan,51890,gurgaon,fwd,10
hatchback,manual,diesel,200000.0,1461.0,63.1,4.0,5.0,micra,nissan,93333,jaipur,two whhel drive,14
hatchback,manual,petrol,200000.0,1198.0,75.0,3.0,5.0,micra,nissan,80412,pune,fwd,16
suv,manual,diesel,694000.0,1461.0,108.5,4.0,5.0,terrano,nissan,74298,pune,fwd,11
suv,manual,diesel,400000.0,1461.0,83.8,4.0,5.0,terrano,nissan,147124,gurgaon,fwd,11
suv,manual,diesel,535000.0,1461.0,108.5,4.0,5.0,terrano,nissan,53596,chennai,fwd,13
hatchback,manual,petrol,287000.0,1198.0,63.1,4.0,5.0,micra,nissan,56431,pune,fwd,13
suv,manual,diesel,409999.99999999994,1461.0,108.5,4.0,5.0,terrano,nissan,188348,surat,fwd,12
suv,manual,petrol,1000000.0,1498.0,104.55,4.0,5.0,kicks,nissan,2705,bangalore,fwd,4
hatchback,manual,diesel,320000.0,1461.0,63.1,4.0,5.0,micra,nissan,100877,bangalore,two whhel drive,15
hatchback,manual,petrol,170000.0,1198.0,75.0,3.0,5.0,micra,nissan,63300,ahmedabad,fwd,15
sedan,manual,diesel,400000.0,1461.0,84.8,4.0,5.0,sunny,nissan,126962,jaipur,fwd,13
suv,manual,diesel,800000.0,1461.0,83.14,4.0,5.0,terrano,nissan,15287,bangalore,fwd,8
suv,automatic,petrol,850000.0,999.0,98.63,3.0,5.0,magnite,nissan,15931,noida,,5
hatchback,manual,diesel,180000.0,1461.0,63.1,4.0,5.0,micra,nissan,74871,chandigarh,two whhel drive,14
suv,manual,petrol,610000.0,999.0,71.02,3.0,5.0,magnite,nissan,25414,kolkata,,5
suv,manual,diesel,450000.0,1461.0,83.8,4.0,5.0,terrano,nissan,90877,ghaziabad,fwd,12
hatchback,manual,petrol,100000.0,1198.0,75.0,3.0,5.0,micra,nissan,77383,ahmedabad,fwd,15
suv,manual,petrol,800000.0,999.0,71.02,3.0,5.0,magnite,nissan,8629,jaipur,,4
hatchback,manual,petrol,385000.0,1198.0,67.04,3.0,5.0,micra active,nissan,11400,mumbai,fwd,9
suv,automatic,petrol,1090000.0,999.0,98.63,3.0,5.0,magnite,nissan,2677,bangalore,,4
hatchback,automatic,petrol,425000.0,1198.0,76.0,3.0,5.0,micra,nissan,60436,new delhi,fwd,9
suv,manual,diesel,450000.0,1461.0,108.5,4.0,5.0,terrano,nissan,63820,new delhi,fwd,12
suv,automatic,petrol,1340000.0,1330.0,153.87,4.0,5.0,kicks,nissan,21663,dehradun,fwd,5
hatchback,manual,petrol,200000.0,1198.0,75.0,3.0,5.0,micra,nissan,20600,ahmedabad,fwd,15
suv,manual,petrol,800000.0,1498.0,104.55,4.0,5.0,kicks,nissan,13417,hyderabad,fwd,6
suv,manual,diesel,513000.0,1461.0,83.8,4.0,5.0,terrano,nissan,99546,pune,fwd,11
suv,manual,diesel,969999.9999999999,1461.0,108.0,4.0,5.0,kicks,nissan,26016,ahmedabad,,7
sedan,manual,diesel,450000.0,1461.0,84.8,4.0,5.0,sunny,nissan,26132,lucknow,fwd,8
suv,manual,diesel,500000.0,1461.0,108.5,4.0,5.0,terrano,nissan,96764,dehradun,fwd,13
suv,manual,diesel,720000.0,1461.0,83.8,4.0,5.0,terrano,nissan,69704,hyderabad,fwd,10
hatchback,automatic,petrol,600000.0,1198.0,75.94,3.0,5.0,micra,nissan,3285,new delhi,fwd,8
hatchback,manual,petrol,160000.0,1198.0,75.0,3.0,5.0,micra,nissan,73863,lucknow,fwd,15
suv,manual,diesel,475000.0,1461.0,83.8,4.0,5.0,terrano,nissan,98976,chandigarh,fwd,12
hatchback,manual,petrol,419000.00000000006,1198.0,67.04,3.0,5.0,micra active,nissan,49097,coimbatore,fwd,9
sedan,manual,diesel,210000.0,1461.0,84.8,4.0,5.0,sunny,nissan,72675,ahmedabad,fwd,13
hatchback,manual,petrol,150000.0,1198.0,67.04,3.0,5.0,micra active,nissan,99211,lucknow,fwd,12
suv,manual,diesel,322000.0,1461.0,108.5,4.0,5.0,terrano,nissan,81369,gurgaon,fwd,12
suv,manual,diesel,350000.0,1461.0,83.8,4.0,5.0,terrano,nissan,79093,surat,fwd,12
suv,automatic,petrol,894999.9999999999,999.0,98.63,3.0,5.0,magnite,nissan,21851,new delhi,,5
hatchback,automatic,petrol,375000.0,1198.0,75.94,3.0,5.0,micra,nissan,42000,pune,fwd,8
hatchback,automatic,petrol,335000.0,1198.0,76.0,3.0,5.0,micra,nissan,67000,new delhi,fwd,13
hatchback,automatic,petrol,470000.0,1198.0,76.0,3.0,5.0,micra,nissan,36000,chennai,fwd,12
suv,manual,diesel,519000.00000000006,1461.0,83.8,4.0,5.0,terrano,nissan,66223,pune,fwd,11
sedan,manual,diesel,390000.0,1461.0,84.8,4.0,5.0,sunny,nissan,82954,coimbatore,fwd,14
suv,automatic,petrol,1092000.0,999.0,98.63,3.0,5.0,magnite,nissan,13749,bangalore,,4
suv,manual,petrol,818000.0,999.0,71.02,3.0,5.0,magnite,nissan,3276,hyderabad,,4
hatchback,manual,petrol,363000.0,1198.0,67.04,3.0,5.0,micra active,nissan,61368,hyderabad,fwd,12
hatchback,manual,diesel,325000.0,1461.0,63.1,4.0,5.0,micra,nissan,76000,hyderabad,two whhel drive,14
hatchback,automatic,petrol,380000.0,1198.0,76.0,3.0,5.0,micra,nissan,38000,pune,fwd,12
hatchback,manual,petrol,225000.0,1198.0,75.0,3.0,5.0,micra,nissan,42000,nagpur,fwd,15
suv,manual,diesel,550000.0,1461.0,108.5,4.0,5.0,terrano,nissan,73000,indore,fwd,12
suv,manual,petrol,350000.0,1598.0,102.5,4.0,5.0,terrano,nissan,64420,pune,fwd,13
suv,automatic,petrol,1263000.0,1330.0,153.87,4.0,5.0,kicks,nissan,29013,noida,fwd,5
sedan,manual,diesel,295000.0,1461.0,84.8,4.0,5.0,sunny,nissan,57000,ahmedabad,fwd,14
suv,manual,petrol,725000.0,1598.0,103.2,4.0,5.0,terrano,nissan,30000,new delhi,fwd,8
sedan,manual,diesel,350000.0,1461.0,84.8,4.0,5.0,sunny,nissan,74871,noida,fwd,13
suv,manual,petrol,530000.0,1598.0,102.5,4.0,5.0,terrano,nissan,80000,new delhi,fwd,10
suv,manual,diesel,900000.0,1461.0,108.5,4.0,5.0,kicks,nissan,75575,new delhi,fwd,7
suv,manual,diesel,476999.99999999994,1461.0,108.5,4.0,5.0,terrano,nissan,70000,new delhi,fwd,12
hatchback,manual,petrol,446000.0,1198.0,67.04,3.0,5.0,micra active,nissan,26649,chennai,fwd,8
hatchback,automatic,petrol,400000.0,1198.0,76.0,3.0,5.0,micra,nissan,20888,mumbai,fwd,12
suv,automatic,petrol,1022000.0000000001,999.0,98.63,3.0,5.0,magnite,nissan,2738,chennai,,4
hatchback,manual,petrol,215000.0,1198.0,75.0,3.0,5.0,micra,nissan,49614,surat,fwd,13
suv,automatic,petrol,1050000.0,999.0,98.63,3.0,5.0,magnite,nissan,2679,bangalore,,4
hatchback,manual,petrol,377000.0,1198.0,67.04,3.0,5.0,micra active,nissan,80154,chennai,fwd,10
sedan,automatic,petrol,300000.0,1498.0,99.6,4.0,5.0,sunny,nissan,79649,chennai,fwd,11
sedan,manual,petrol,315000.0,1498.0,97.7,4.0,5.0,sunny,nissan,77976,pune,fwd,12
suv,manual,diesel,1150000.0,1461.0,108.5,4.0,5.0,kicks,nissan,54000,chennai,fwd,6
hatchback,manual,petrol,235000.0,1198.0,67.04,3.0,5.0,micra active,nissan,60571,jaipur,fwd,10
suv,manual,diesel,450000.0,1461.0,108.5,4.0,5.0,terrano,nissan,72793,lucknow,fwd,11
suv,manual,diesel,450000.0,1461.0,108.5,4.0,5.0,terrano,nissan,109440,bangalore,fwd,12
suv,manual,diesel,416000.0,1461.0,83.8,4.0,5.0,terrano,nissan,82944,lucknow,fwd,12
hatchback,automatic,petrol,500000.0,1198.0,76.0,3.0,5.0,micra,nissan,16826,noida,fwd,10
sedan,manual,diesel,225000.0,1461.0,84.8,4.0,5.0,sunny,nissan,149166,noida,fwd,13
hatchback,manual,petrol,325000.0,1198.0,67.04,3.0,5.0,micra active,nissan,50898,chennai,fwd,12
suv,manual,diesel,341000.0,1461.0,83.8,4.0,5.0,terrano,nissan,101960,noida,fwd,12
sedan,manual,diesel,307000.0,1461.0,84.8,4.0,5.0,sunny,nissan,164094,noida,fwd,14
hatchback,manual,diesel,190000.0,1461.0,63.1,4.0,5.0,micra,nissan,78130,gurgaon,fwd,12
hatchback,manual,petrol,245000.00000000003,1198.0,67.04,3.0,5.0,micra active,nissan,68728,vadodara,fwd,12
sedan,automatic,petrol,644000.0,1498.0,99.6,4.0,5.0,sunny,nissan,11838,pune,fwd,8
hatchback,automatic,petrol,350000.0,1198.0,76.0,3.0,5.0,micra,nissan,50000,mumbai,fwd,13
suv,manual,diesel,500000.0,1461.0,108.5,4.0,5.0,terrano,nissan,87461,pune,fwd,11
hatchback,manual,diesel,210000.0,1461.0,63.1,4.0,5.0,micra,nissan,54606,new delhi,fwd,13
hatchback,manual,petrol,200000.0,1198.0,67.04,3.0,5.0,micra active,nissan,107066,ghaziabad,fwd,13
suv,manual,petrol,475000.0,1598.0,102.5,4.0,5.0,terrano,nissan,35579,pune,fwd,10
